doc_id,conf_journal,pub_year_val,researchers
4169,"submitted for publication ,",1998.0,", r gutierrez-jaimez"
4170,proceedings of acm,,dg durand
4171,"lancet i ,",1969.0,"lw kendall , re condon"
4172,"phil . mag ,",,af devonshire
4173,"proceedings of the international conference on information & hellip ; ,",1994.0,"rd banker , s slaughter"
4174,"phil . mag ,",,o penrose
4175,"lecture notes in computer science ,",1994.0,"m aksit , j bosch , w van der sterren , l bergmans"
4176,,,"n aboughazaleh , p lanigan , s gobriel , d mosse , r"
4177,"at . energiya ,",,ys virgilâ ?? ev
4178,,2000.0,"b coates , d pearson , la skumatz"
4179,"computer networks ,",2001.0,"n glance , d snowdon , jl meunier"
4180,"unpublished manuscript ,",,b diokno
4181,"www6 / computer networks ,",1997.0,"j yu , y xiang"
4182,acc . chem .,,"cvk saarma , r desira"
4183,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"b pã ´ ssas , n ziviani , b ribeiro-neto , w meira jr"
4184,"seattle : university of washington ,",,"re moritz , dk perovich"
4185,,2001.0,"a gilbert , y kotidis , s muthukrishnan , m strauss"
4186,"deep-sea research i ,",1999.0,"ch van der weijden , gj reichart , hj visser"
4187,"social studies and the young learner ,",1994.0,rh lombardâ ? ¦
4188,"unpublished manuscript ,",,d kiser
4189,,,pam cheong
4190,"computer networks ,",1999.0,"a mitschele-thiel , b mueller-clostermann"
4191,"proc . itc ,",,k lindberger
4192,,,"g graefe , k ward"
4193,"& hellip ; conference on parallel and distributed information systems & hellip ; ,",,"b bjã ¶ rn , c michel , v patrick"
4194,"proc . int . symp . appl . ferroelectrics ,",,"h wang , qm zhang , le cross , r ting , c coughlin , k"
4195,"submitted for publication ,",2003.0,sp meyn
4196,"athens , greece : greek productivity center ,",,"h fragopoulos , e karidoyiannis , g karalis"
4197,,2001.0,b fitelson
4198,"ieee software ,",2003.0,jm voas
4199,"proc . ieee ,",,b stott
4200,"procs . 12th annual conf . of the cognitive science society ,",,"m mitchell , dr hofstadter"
4201,"see ref ,",,rl heath
4202,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0,c zaniolo
4203,,1999.0,"c riedemann , w kuhn"
4204,,1985.0,"w kuich , a salomaa"
4205,"bt technology journal ,",2001.0,"a stephens , pj cordell"
4206,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0,"a tiwary , m franklin"
4207,"transplantation proceedings ,",1996.0,"jhc daemen , rj de wit , m bronkhorst , m yin , e"
4208,,,aba comm
4209,"journal of the acm ( jacm ) ,",1981.0,pb andrews
4210,"blood-new york - ,",1999.0,"r childs , e clave , n contentin , d jayasekera , n"
4211,"san diego , california ,",,"ws chern , s yu"
4212,"journal of personality and social psychology ,",,"n pennington , r hastie"
4213,"paris ( francia ) : procs . int . conf . sefi ,",,c ahrens
4214,"san diego , academic ,",,sd gerking
4215,"proceedings of the 25th vldb , edinburgh , scotland ,",,"f naumann , u leser , jc freytag"
4216,"proc . int . soc . citriculture ,",,"dr rodney , rl roth , br gardner"
4217,,,r banerjee
4218,,,"r deline , krm leino"
4219,,,"a saffiotti , a soquet"
4220,"& hellip ; acm international conference on management of data-sigmod & hellip ; ,",,"g ozsoyoglu , m ozsoyoglu"
4221,vol .,,"rc fuson , ch mckeever"
4222,"the academy of management review ,",1985.0,"jh greenhaus , nj beutell"
4223,,1990.0,"d chaiken , bh lim , d nussbaum"
4224,,2003.0,"rw irving , s scott"
4225,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"c pleå?ca , r grigoraå ? , p quã © innec , g padiou"
4226,,,"rp blake , js breese"
4227,"i. forest ,",,fc craighead
4228,"new directions for adult and continuing education ,",1992.0,nc boreham
4229,"computer networks ,",,"dk madhu , pg harrison"
4230,"inc. , seattle , washington ,",,"tw steig , jh horchik , ma timko"
4231,"fed proc ,",1985.0,"rm enoka , dg stuart"
4232,york,,jc connolly
4233,,2000.0,"s saltenis , cs jensen , st leutenegger , ma lopez"
4234,"proceedings of the 23rd international technical conference & hellip ; ,",,jr longanbach
4235,,1983.0,rm aleksakhin
4236,proc . acm sigmod intâ ?? l. conf . on management of,,"pk chrysathis , k ramamritham"
4237,"acm transactions on database systems ,",1979.0,"c beeri , pa bernstein"
4238,"journal of emergency nursing ,",2000.0,s letvak
4239,"down to earth ,",,vl salgado
4240,"graphic arts , athens , greece ,",,"m agop , n rezlescu , g kalogirou"
4241,,,c harshvardhan
4242,"new directions for teaching and learning ,",1994.0,ba casey
4243,"information and software technology ,",1996.0,d andrews
4244,"see guzzo ,",,"rl cook , kr hammond"
4245,,,hr wilsonâ ? ¦
4246,"proceedings of the 23rd international colloquium on automata & hellip ; ,",1996.0,"e koutsoupias , ch papadimitriou , m yannakakis"
4247,"sigmod record ,",2003.0,"h tan , i korpeoglu"
4248,mit laboratory for computer,,pb bishop
4249,,,"r gispert , fr bouchet"
4250,,2001.0,"mg akritas , n papadatos"
4251,"new directions for adult and continuing education ,",1992.0,"a sgroi , la cavaliere"
4252,demonstration of an optimized tru . flowsheet for,,"jd law , kn brewer , rs herb"
4253,"vldb ,",,me senko
4254,"unep , athens ( greece ) . 1991. ,",1991.0,"wr kem , c ostman"
4255,,,rn gallaher
4256,,1969.0,m maccoby
4257,"phil . mag ,",,aa michelson
4258,"proceedings of the 1968 23rd acm national conference ,",1968.0,d shepard
4259,,,"ck lu , m anderson"
4260,"submitted for publication ,",2003.0,"a banerjee , x guo , h wang"
4261,proceedings of 2003 international conference on management,,m paprzycki
4262,"vldb ,",2003.0,"d carney , u cetintemel , a rasin , s zdonik , m"
4263,"proceedings of the 24 thvldb conference , new york , usa ,",,m chebel
4264,"pc magazine , december ,",,"c venezia , c metzâ ? ¦"
4265,"urban geography ,",1998.0,y zhou
4266,"proc int conf software eng ,",1997.0,"vr basili , se condon , k el emam , rb hendrick , w"
4267,"journal of emergency medicine ,",1992.0,"m markham , gc hamilton"
4268,"ieee icc â ?? 87 , seattle ,",,rc bernhardt
4269,"bhp new zealand steel workplace new zealand demonstration & hellip ; ,",,"p jenkins , r didsbury , j burford"
4270,"communications-acm ,",1999.0,"r guerraoui , me fayad"
4271,"new directions for higher education ,",1982.0,n dickmeyer
4272,electronic,,a bindra
4273,"acc . chem . res ,",,s borman
4274,,1985.0,"d long , v knox"
4275,proc . of the acm sigmod intâ ?? l conference on management of,,mj carey
4276,,,"h li , j sweeney , k ramamritham , r grupen"
4277,"san diego , january ,",,m braasch
4278,,,j richter
4279,"acm press history series ,",1990.0,bd waxman
4280,,,n brown
4281,"pc magazine online ,",,s nash
4282,"cochrane database syst rev ,",2000.0,"fm pharoah , jj mari , d streiner"
4283,"cochrane database syst rev ,",2001.0,ca crowther
4284,"procs . of the ics98 , melbourne , australia ,",,"ch chi , cm cheung"
4285,,,"c shahabi , r zimmermann , k fu , syd yao"
4286,"proc . appl ,",,l chayes
4287,,,p administration
4288,"a sonographic demonstration . j ultrasound ,",,gaw gooding
4289,"proc . acm annual conf ,",,wj lennon
4290,,,u varshney
4291,"unpublished manuscript ,",,a land
4292,,,ce priebe
4293,"acm transactions on database systems ,",1982.0,w kim
4294,"laseropto-stuttgart - ,",2001.0,"h lubatschowski , a heisterkamp , w drommer , o"
4295,,,m navara
4296,,1987.0,k weihrauch
4297,"mit/lcs/tm { 528 , laboratory for computer science , massachusetts",,"ca waldspurger , we weihl"
4298,,,"s balu , j widom"
4299,"bt technology journal ,",1998.0,k woollard
4300,proc . int . conference,,"e chojnacka , b macukow"
4301,"history of mathematical programming : a collection of & hellip ; ,",,nz shor
4302,,,"j newkirk , rc martin"
4303,"proceedings of the international conference on very large & hellip ; ,",1996.0,"e bertino , c bettini , e ferrari , p samarati"
4304,,,"tij smith , mr denson"
4305,"acm transactions on database systems ,",2000.0,"y cui , j widom , jl wiener"
4306,"university of washington , seattle ,",,j felsenstein
4307,"social studies and the young learner ,",1998.0,rm wymanâ ? ¦
4308,"information & software technology ,",2000.0,"nw paton , ca goble , s bechhofer"
4309,,,l manovich
4310,"lancet i ,",1978.0,"hl elliott , gs fell"
4311,"proceedings of the international conference on very large & hellip ; ,",,"a deutsch , l popa , v tannen"
4312,,,"h mannila , h toivonen"
4313,,2001.0,"hg arce , aa goodman"
4314,"new directions for program evaluation ,",1994.0,wr shadishâ ? ¦
4315,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0,jr friedrich
4316,"laseropto-stuttgart - ,",1999.0,"l morgenthal , e pfeiffer , e beyer"
4317,,,"pt eugster , r guerraoui , am kermarrec , l massoulie"
4318,"proc . ire ,",,"hw bode , ce shannon"
4319,"proc . of the acm sigmod ,",,ca ellis
4320,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0,"km just , jm kleinhans , fm johannes"
4321,"proceedings of the international conference on very large & hellip ; ,",1998.0,"g arun , a joshi"
4322,"proc . acm ,",1994.0,"r baecker , g glass , a mitchell , i posner"
4323,,,p timmers
4324,,,"t dvir , d eden , bj avolio , b shamir"
4325,"new directions for teaching and learning ,",2001.0,c kreber
4326,,1997.0,dl donoho
4327,"journal of emergency nursing ,",1996.0,"d hotch , a grunfeld , k mackay , l ritch"
4328,,,st pope
4329,"unpublished manuscript ,",,k serkownek
4330,"md ,",1996.0,"a komjathy , r langley"
4331,"history of programming languages . acm ,",,"k nygaard , oj dahl"
4332,proceedings of acm sigmod,,jj olstonc
4333,"proceedings of the 25 thannual environmental workshop ,",,"t smurthwaite , f batini , g mai"
4334,"sigmod record ,",,"o gihtther , a buchmstnn"
4335,"proceedings : biological sciences ,",1995.0,"c wedekind , t seebeck , f bettens , aj paepke"
4336,"ieee computer ,",,k sakar
4337,,,"yd chung , mh kim"
4338,proceedings of the 1995 acm sigmod international conference,,"g gardarin , f machuca , p pucheral"
4339,"lecture notes in computer science ,",2003.0,"c fournet , f le fessant , l maranget , a schmitt"
4340,"proc . icann ,",,"h behme , wd brandt , hw strube"
4341,"new directions for adult and continuing education ,",1998.0,ph owenby
4342,"see batinic ,",2000.0,j musch
4343,"man at ,",,h rahner
4344,"proc . int . soc . citriculture ,",,"m jimenez-cuesta , j cuquerella , jm martãnez -"
4345,new,,d lin-vienâ ? ¦
4346,"new york ,",,ed palik
4347,"procs of the int . workshop on compiler for parallel & hellip ; ,",,"m raji-werth , p feautrier"
4348,"applied mathematics and computer science ,",1998.0,j klamka
4349,"proc . acm sigmod intâ ?? l conf . management of data ,",1994.0,"d barbarã ¡ , t imielinski"
4350,"proceedings of the fifth annual acm symposium on theory of & hellip ; ,",1973.0,r tarjan
4351,"proceedings acm-sigmod , arizona ,",,"k koperski , j han"
4352,"no to shinkei ,",1980.0,h yamaguchi
4353,"documents x3h2-96-295 to ,",,m ashworth
4354,"unpublished manuscript ,",2002.0,"r kempson , r cann , l marten"
4355,"new directions for teaching and learning ,",2003.0,df lancy
4356,"procs . of the uicee 2001 conference ( 2001 ) ,",,"l anido , j rodrãguez , m fernã ¡ ndez , m caeiro , j"
4357,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0,"jd pincus , am despain"
4358,"lecture notes in computer science ,",1998.0,a bouali
4359,,,"fr bach , d heckerman , e horvitz"
4360,"information and software technology ,",1989.0,"ne peeling , dp youll"
4361,"phil . mag ,",,s banerji
4362,,,ro gilbert
4363,,,"d garlan , ge kaiser , d notkin"
4364,"proceedings of the 1999 acm sigmetrics international & hellip ; ,",1999.0,"s kumar , d jiang , r chandra , jp singh"
4365,& hellip ; of the 9th international conference on management of,,"b panda , s patnaik"
4366,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"y ding , x li"
4367,"indo-german workshop on bioethics , bombay , india , march ,",,m fuchs
4368,"cellular and molecular biology letters ,",1997.0,"m langner , h kleszczynska"
4369,"technical report 004639 , computer science department , stanford",,d knuth
4370,vldb,,"a arasu , m cherniack , e galvez , d maier , a maskey ,"
4371,vol .,,"mi boulos , p fauchais , e pfender"
4372,,,"a erdemir , sj piazza"
4373,"technical report 375 , media lab , massachusetts inst . of",,"t starner , a pentland"
4374,,1996.0,"de card , pk robins"
4375,,,"g adorni , g destri , m mordonini"
4376,"proc . of the acm sigmod ,",,"s guha , r rastogi , k shim"
4377,"proc . 21st int . conf . machine learning ,",2004.0,"a banerjee , i dhillon , j ghosh , s merugu"
4378,"journal of personality and social psychology ,",1990.0,jm siegel
4379,,,"v raykar , i kozintsev , r lienhart"
4380,,,rc picker
4381,"university of washington , seattle , washington ,",,j delsenstein
4382,,,ih witten
4383,"cochrane database syst rev ,",2004.0,"sj stanworth , c hyde , n heddle , p rebulla , s"
4384,,,"p berenbrink , a czumaj , a steger , b vocking"
4385,,2002.0,dr konter
4386,procedings of the international conference on very large,,pa boncz
4387,"proceedings 6th ias european congress . inst . dâ ?? estudis & hellip ; ,",,"cj dabrio , jl goy , c zazo"
4388,,1984.0,"p pascual , r tarrach"
4389,"san diego london ,",,"j hall , hg mueller"
4390,"phil . mag ,",,l rayleigh
4391,,,j duda
4392,proceedings of the 23rd european peptide,,"cw lee , q zhu , h shao , shh wang , g osapay , m"
4393,"journal of emergency medicine ,",1995.0,"pr verbeek , wh geerts"
4394,"journal of emergency medicine ,",2000.0,"jn love , jm howell"
4395,,2000.0,s bliss
4396,,,"r raz , o reingold , s vadhan"
4397,"new directions for higher education ,",2001.0,j eyler
4398,"proceedings of the 31st international conference on very & hellip ; ,",2005.0,"a ghoting , g buehrer , s parthasarathy , d kim , a"
4399,"unpublished manuscript ,",,j reeds
4400,,1987.0,"g polya , rc read"
4401,"academy of management review ,",2000.0,"da gioia , m schultz , kg corley"
4402,"submitted for publication ,",,"c ecker , j dvorkin , a nur"
4403,"national demonstration hospitals program phase ,",,"b wilson , r popplewell"
4404,,2002.0,gr minton
4405,sigmod,,"a tomasic , r amouroux , p bonnet , o kapitskaia"
4406,,,"m brix , a korotkov , m lehnen , p morgan , k"
4407,"cochrane database syst rev ,",2000.0,"ch van den ende , tp vliet vlieland , m munneke , jm"
4408,,2001.0,jh kim
4409,,,ee garcia
4410,,,"la rowe , k patel , bc smith"
4411,"proceedings of the 18th annual international acm sigir & hellip ; ,",1995.0,"em voorhees , nk gupta , b johnson-laird"
4412,"md ,",,"pg falkowski , tg owens"
4413,"proceedings of the 1st acm international workshop on & hellip ; ,",2002.0,nd georganas
4414,"mobilization-san diego - ,",1999.0,d rucht
4415,"presentation at ,",,"dh harrington , sr koenig"
4416,"ieee computer ,",,"jm rosario , an choudhary"
4417,"journal of emergency nursing ,",1998.0,tm moss
4418,"proceedings of the acm-sigmod international conference on & hellip ; ,",1977.0,th merrett
4419,,,"v kathail , s aditya"
4420,"the journal of human resources ,",1994.0,d thomas
4421,"cochrane database syst rev ,",2003.0,"p mohan , k haque"
4422,"new directions for adult and continuing education ,",1999.0,"rs caffarella , mc clark"
4423,"computerworld ,",,j kirkley
4424,"new york ,",,a smith
4425,"proceedings of the 31st international conference on very & hellip ; ,",2005.0,"hv jagadish , bc ooi , qh vu"
4426,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0,vj corcoran
4427,"electronic markets ,",1999.0,jm gallaugher
4428,"technical report ksl-93-32 , stanford",,s uckun
4429,,,l crabbe
4430,,,da rawsthorne
4431,"acm sigmod record ,",1987.0,"ds daniels , az spector , ds thompson"
4432,"new directions for higher education ,",1993.0,fj turk
4433,proceedings of the international conference on management,,st becket
4434,"pc magazine . july ,",,ca mangis
4435,"journal of emergency nursing ,",2002.0,"a platt , jr eckman , j beasley , g miller"
4436,"economic geography ,",1971.0,"fe horton , dr reynolds"
4437,"proceedings of sigmod int . conf . on management of data ,",,"kl tan , h lu"
4438,,1993.0,gp stela
4439,submitted for,,"bp van putte , jmh hendriks , pb vermeulen , s romijn"
4440,"acta neurochirurgica supplementum-wien - ,",1993.0,"rm chesnut , sb marshall , j piek , ba blunt"
