item_id,paper_name,author_team,series_name,doc_year
15189,assimilation and contrast effects in the judgments of groups,"da wilder , je thompson","journal of personality and social psychology ,",
15190,data warehousing and olap for decision support,"s chaudhuri , u dayal","proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0
15191,"relationships among local functional activity , energy metabolism , and blood flow in the central",l sokoloff,"fed proc ,",1981.0
15192,type inference and principal typings for symmetric record concatenation and mixin modules,"h makholm , jb wells",,
15193,pseudo-trajectory control scheme for a 3-d model of a biped robot ( part 2 . body trajectories ),"k jagannathan , g pratt , j pratt , a persaghian","procs of ciras ,",
15194,fractal block coding using simplified finite-state algorithm,"ht chang , cj kuo","proc . spie ,",1995.0
15195,optimization and evaluation of generalized top queries,"p ciaccia , r cornacchia , a ghidini",,
15196,learning multi-digit multiplication by modeling rectangles,a izsã ¡ k,"proceedings of the 23rd annual meeting of the north american ,",
15197,software architecture models for multimodal interactive systems,lm nigay,proceedings of acm,
15198,transformational data refinement and vdm,"dj andrews , dc ince","information and software technology ,",1995.0
15199,wrapper generation for semi-structured internet sources,nac knoblock,"& hellip ; section on management of semi-structured da @ acm sigmod & hellip ; ,",
15200,phylip version 3.57 c,j felsenstein,"university of washington , seattle ,",
15201,a view selection tool for multidimensional databases,"hm jamil , ga modica",,
15202,alpha-1 proteinase inhibitor ( a1pi ) for preventing chronic lung disease in preterm infants,"p shah , a ohlsson","cochrane database syst rev ,",2001.0
15203,modification of belief in evidential causal networks,"fj mcerlean , da bell , jw guan","information and software technology ,",1999.0
15204,"heraclitus [ alg , c ] : elevating deltas to be first-class citizens in a database programming language","s ghandeharizadeh , r hull , d jacobs","unpublished manuscript ,",
15205,social capital : prospects for a new concept,"ps adler , sw kwon","academy of management review ,",2002.0
15206,the proteus bibliography : representation and interactive display in databases,"tl anderson , ef ecklund , d maier","acm sigmod record ,",1986.0
15207,global and local indices of cosmic ray activity,"av belov , ea eroshenko , vg yanke , vi antonova , on","proc . 26th int . cosmic ray conf. , salt lake city ,",1999.0
15208,diagnostic model-checking for real-time systems,"kg larsen , p pettersson , w yi","lecture notes in computer science ,",1996.0
15209,"r-trees : a dynamic index structure for spatial searching , in `` proc",a guttman,"sigmod intl. conf . on management of data ,",
15210,recombinant human insulin-like growth factor i ( rhigf-i ) for amyotrophic lateral sclerosis/motor,"jd mitchell , jh wokke , gd borasio","cochrane database syst . rev ,",2002.0
15211,"some remarks on a paper by adiba , et . al. on '' issues in distributed data base management systems : a",h schneider,"conf . on vldb proceedings supplement : panelists &#39; statements , & hellip ; ,",
15212,multivariate versus univariate decision tree ( technical report 92-8 ),"ce brodley , pe utgoff","technical report , university of massachusetts at amherst ,",
15213,chuv ( 1999 ) xml-based information mediation with mix,"ga baruck , mr ludascherb , y papakonstantinou , p",proceedings of,
15214,boundary optima and the theory of public goods supply : a comment,t saijo,,
15215,a case for message oriented middleware,"g banavar , t chandra , r strom , d sturman","lecture notes in computer science ,",1999.0
15216,vertical partitioning algorithms for database design,n shamkantâ ? ¦,"acm transactions on database systems ,",
15217,variations on language modeling for information retrieval,w kraaij,"acm sigir forum ,",2005.0
15218,spatial audio technology for telepresence,"mp hollier , an rimmell , d burraston","bt technology journal ,",1997.0
15219,a model of employee attitudes and actions following 360-degree feedback,"t maurer , d mitchell , c godsey","san diego ,",
15220,"avalanche forecasting for transportation corridor and backcountry in glacier national park ( bc ,","j schweizer , jb jamieson , d skjonsberg",,
15221,o-policy temporal difference learning with function approximation,"d precup , r sutton",,
15222,locality preserving dictionaries : theory and application to clustering in databases,v raman,"proc acm sigact sigmod sigart symp princ database syst ,",1999.0
15223,scaling from species to vegetation : the usefulness of functional groups,c koerner,"ecological studies ,",1993.0
15224,on holder estimtes for ou f on weakly pseudoconvex domains,rm range,to,
15225,steady-state analysis of nonlinear circuits with periodic inputs ( computer aided steady state,tj aprille,"ieee , proceedings ,",1972.0
15226,tai chi for treating rheumatoid arthritis,"a han , v robinson , m judd , w taixiang , g wells , p","cochrane database syst rev ,",2004.0
15227,"recognizing of spectral mixtures , their components and spectral patterns ( abstract only )","k mantere , j parkkinen , t jaaskelainen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
15228,fcc inquiry could send flat-rate private lines to the scrap heap .,p hirsch,"computerworld. ,",1982.0
15229,personal need for structure : individual differences in the desire for simple structure,"sl neuberg , jt newsom","journal of personality and social psychology ,",1993.0
15230,a nested relational approach to processing sql subqueries,"b cao , a badia","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
15231,scholarly teaching : developmental stages of pedagogical scholarship .,sa ronkowski,"new directions for teaching and learning ,",1993.0
15232,"an updating algorithm for subspace tracking , university of maryland at college park , college park",gw stewart,"md ,",
15233,independent effects of alzheimer 's disease on neuropsychological functioning,"ta salthouse , jt becker","neuropsychology-new york - ,",1998.0
15234,reforming welfare and rewarding work,"v knox , c miller , l gennetian",,2000.0
15235,harden the tcp/ip stack,h to,"microsoft corporation ,",
15236,"skeletal structures in high-current electric discharges : observations , hypotheses and proof-of -","ab kukushkin , va rantsev-kartinov",,
15237,anisotropic coupled-field inclusion and inhomogeneity problems [ j ],"li jy , ml dunn","phil mag ,",
15238,computing geographical scopes of web resources,"j ding , l gravano , n shivakumar","vldb ,",2000.0
15239,prentice hall,"fd corrigan , c eire , m jaffee",,
15240,evaluating factors affecting implementation of community based tsetse control in southern burkina,"m kamuanga , i kaborã `` , b swallow , s amsler -","proceedings of the 23rd meeting of the isctrc , banjul , the & hellip ; ,",
15241,working overtime without pay : dp martyrdom or self-flagellation .,j stone,"computerworld. ,",1982.0
15242,an overview and classification of mediated query systems,"r domenig , kr dittrich","sigmod record ,",1999.0
15243,how much of immigrant wage assimilation is related to english language acquisition ?,e funkhouser,,
15244,optimum reorganization points for linearly growing files,wg tuel,"acm transactions on database systems ,",1978.0
15245,stepped phase kinoforms,"ah vasara , jp turunen , j westerholm , mr taghizadeh","proceedings of spie ,",1990.0
15246,neutron radiography,"jp barton , p von der hardt",,1981.0
15247,security as a qos target of multimedia communication,"z lv , j wu , s zhang","proc . of acm infosecu ,",
15248,field computation by moment methods,rf harrington,,
15249,update propagation strategies to improve fresimess in lazy master replicated databases [ j ],"e paeitti , e simon","the vldb journal ,",
15250,"stone braker m , ullman jd . the asilomar repo rt on database research","p bernstein , ml brodie , s ceri , dj dewitt , mj","sigmod record ,",
15251,the space of the dream : a case of mis-taken identity ?,e cater,"area ,",2001.0
15252,shore : combining the best features of oodbms and file systems,s team,"sigmod conference ,",
15253,efficient and extensible algorithms for multi query optimization,"d quass , a gupta , i mumick , j widom","acm sigmod , may ,",
15254,"screw dislocations , etch figures , and holes",fh horn,"phil . mag ,",
15255,"an optimized synthesis of dimethyl 2 , 2 ' - dihydroxy-1 , 1 ' - binaphthalene-3 , 3 ' - dicarboxylate and of","m hovorka , j zaã?vada","org . prep . proc . int ,",
15256,general convergence results for linear discriminant updates,"aj grove , n littlestone , d schuurmans","machine learning ,",2001.0
15257,the case for precision sharing,"s krishnamurthy , mj franklin , jm hellerstein , g","proceedings of the international conference on very large & hellip ; ,",2004.0
15258,texture design using a simplicial complex of morphable textures,"w matusik , m zwicker , f durand","proceedings of acm siggraph 2005 ,",2005.0
15259,architectural requirements for open distributed hypermedia,"i gaviotis , d christodoulakis","information and software technology ,",
15260,effects of catecholamine depletion on alertness and mood in rested and sleep-deprived normal,"ud mccann , dm penetar , y shaham , dr thorne","neuropsychopharmacology-san diego - ,",1993.0
15261,simulation and measurement of dielectric antennas at 150 ghz,"j weinzierl , j richter",,
15262,doublydistortedmirrors,sja orjicu,"proceedings of the 1993 acm sigmod international conference & hellip ; ,",
15263,cognitive approach for building user model in an information retrieval context ( poster session ),"as belhassen , nb abdallah , hhb ghezala","proceedings of the 23rd annual international acm sigir & hellip ; ,",2000.0
