item_id,item_code,list_price,cat,b_name
19482,mc393zm/a,26.98,cases,apple
19483,three hundred,58.45,computer cases,antec
19484,,,connectors adapters,netgear
19485,prib002fhdm2,14.99,hdmi cables,amazonbasics
19486,240143,32.54,computers accessories,aleratec
19487,hme2200-02,79.0,network adapters,actiontec
19488,,35.17,batteries,brainydeal
19489,87698,12.0,wall plates connectors,general electric
19490,,3.27,power cables,riteav
19491,pf19 .0 w,65.99,screen filters,3m
19492,3.5 '' usb external hard drive,78.7,external hard drives,edge
19493,b239j5-01,225.0,,rocstorage
19494,rf-rbws02,,speakers,rocketfish
19495,ce-cm0411-s1,58.99,faceplates,siig
19496,u2d-11,,computers accessories,kanguru solutions
19497,dge-530t,22.2,network cards,d-link
19498,15982,16.96,,disney
19499,edgdm-209179-pe,20.89,,edge
19500,ac-840,20.42,headsets microphones,cyber acoustics
19501,ct2kit12864ac667,27.35,memory,crucial
19502,cr11cd,111.79,portable cd players,crosley
19503,cc-p10b,95.91,tv mounts,creative
19504,cmfusbsrvr-16gb,29.99,usb flash drives,corsair
19505,,4.95,usb cables,compucessory
19506,,,audio cables,comprehensive
19507,,10.99,microphones accessories,comprehensive
19508,cx-cd241,23.72,boomboxes,coby
19509,,139.6,accessories supplies,clarion
19510,et-pkb80,316.2,mounts,panasonic
19511,,2.34,cassette player adapters,coolstuff4u
19512,24,,printer ink toner,canon
19513,eos 7d body only,1548.98,digital slr cameras,canon
19514,4547b001,11.99,inkjet printer ink,canon
19515,2lw,34.49,camera batteries,canon
19516,utp-1400-15o,10.99,accessories supplies,cables unlimited
19517,pcm-1960-10,7.88,modem cables,cables unlimited
19518,42417,115.63,audio cables,cables to go
19519,,79.73,printer ink toner,hp
19520,,134.95,,pioneer
19521,,27.52,printer staples,paperpro
19522,,19.0,shredders,paper mate
19523,,19.99,computer accessories,oki
19524,,22.81,storage presentation materials,national
19525,,184.14,computer accessories,samsung
19526,,,compact stereos,i-tec
19527,,24.56,headphones,jvc
19528,,86.6,complete tripod units,ihome
19529,,87.12,printer accessories,hp
19530,,39.0,computer accessories,swingline
19531,,26.8,storage presentation materials,hammermill
19532,,32.99,complete tripod units,griffin technology
19533,,223.2,shredders,fellowes
19534,,58.0,covers,fellowes
19535,,33.42,shredders,deflect-o
19536,,425.69,computer accessories,innovera
19537,,228.0,laminating supplies,crown
19538,,,laminating supplies,crown
19539,,87.5,home security systems,clover
19540,,104.9,car stereos,clarion
19541,,195.6,car stereos,clarion
19542,,26.63,monopods,sunpak
19543,,25.0,projection screens,cardinal
19544,,42.0,cables interconnects,innovera
19545,,397.78,laminating supplies,basyx
19546,,27.03,storage presentation materials,boise
19547,,18.67,laminating supplies,at-a-glance
19548,,30.0,laminating supplies,at-a-glance
19549,xavb101-100nas,59.88,powerline network adapters,netgear
19550,,10.49,cables interconnects,accell
19551,wnhdb3004,227.93,networking products,netgear
19552,fvs336g-200nas,234.99,routers,netgear
19553,45-214-026,114.0,,ergotron
19554,gkm571r,67.24,keyboards,iogear
19555,,20.93,,sunpak
19556,,21.25,computers accessories,mukii
19557,,309.99,,skb
19558,xta107,15.88,cb radios,midland
19559,n2d-00001,15.5,mice,microsoft
19560,,1595.0,projection screens,elite
19561,214049,6.99,blank media,maxell
19562,,65.99,,brainytrade
19563,vlsolobk,47.91,lighting,lumiere la
19564,vl100d,99.99,lighting,lumiere la
19565,910-002486,17.95,mice,logitech
19566,931637-0403,9.35,mice,logitech
19567,,3950.0,projection screens,da-lite
19568,,,remote controls,da-lite screen
19569,18c2090,14.56,inkjet printer ink,lexmark
19570,18c0532,39.12,inkjet printer ink,lexmark
19571,wcs-2030,163.33,surveillance cameras,cp technology
19572,43r9113,30.99,bags cases,lenovo
19573,40y7734,34.99,memory,lenovo
19574,45345,13.22,lap desks,lap desk
19575,301906u,380.0,computers accessories,lacie
19576,,84.95,disposable cameras,kodak
19577,ktm3211/1g,19.74,memory,kingston
19578,kth-zd8000c6 / 2g,27.74,memory,kingston
19579,haf150a,7.49,headphones,jvc
19580,gp1 orange,14.88,complete tripod units,joby
19581,,49.99,projection screens,da-lite
19582,avc2200,146.63,computers accessories,victory
19583,gcs42uw6,23.09,networking products,iogear
19584,,15.52,media storage organization,innovera
19585,,13.13,printer ink toner,innovera
19586,17259,16.99,,imation
19587,isp391b,43.32,speaker systems,ilive
19588,,14.0,accessories supplies,sharp
19589,ihm77uc,28.27,speaker systems,ihome
19590,423-mx8407,,shooting tents,idirectmart
19591,q2682a,100.85,printer ink toner,hp
19592,cr259fn # 140,28.2,inkjet printer ink,hp
19593,"c4127x , 27x",105.45,laser printer toner,hp
19594,c8765wn # 140,22.59,inkjet printer ink,hp
19595,q6282a,58.36,bags cases,hp
19596,c4900a,45.49,inkjet printer ink,hp
19597,,,,hon
19598,,805.73,antitheft,hon
19599,htolmxna7501abb,69.99,external hard drives,hitachi
19600,ch-9000,50.48,battery chargers,battery-biz
19601,,16.99,storage presentation materials,hello kitty
19602,hao15sip,127.84,,hawking technology
19603,,38.32,home security systems,griffin technology
19604,8318-itefmkc,9.97,cases,griffin technology
19605,gg100021,,speaker cables,gecko gear
19606,kb4700tp,32.7,touch pads,gear head
19607,av23218,5.29,,general electric
19608,,19.29,printers,fiskars
19609,nn-831012-s2,44.0,firewire cables,siig
19610,,189.95,shredders,fellowes
19611,02g-p3-1559-kr,163.49,graphics cards,evga
19612,t978620,11.71,inkjet printer ink,epson
19613,s041464,8.99,photo paper,epson
19614,epclp/4gb -2.0,9.99,usb flash drives,ep memory
19615,en210 silent/di/512md3 ( lp ),34.99,graphics cards,asus
19616,r100wh1,405.99,projection screens,elite screens
19617,k1240-209506-pe,30.36,memory,edge
19618,,,printers,house of doolittle
19619,hd645xznh2,55.7,graphics cards,xfx
19620,16200001,,cleaning repair,xerox
19621,113r00656,134.11,printer ink toner,xerox
19622,952310,27.95,accessories,wilson
19623,859957,45.35,signal boosters,wilson
19624,,34.22,,wausau
19625,202768,57.47,accessories supplies,vxi
19626,lg vx 5600,39.95,no-contract phones,lg
19627,era02133,21.89,audio video accessories,arclyte technologies inc.
19628,bc355c,87.24,cb radios,uniden
19629,super6tel12,25.23,surge protectors,tripp lite
19630,isobar12 ultra,91.51,power converters,tripp lite
19631,tpl-310ap,76.15,powerline network adapters,trendnet
19632,tew-623pi,40.65,network adapters,trendnet
19633,tl-ant2408cl,8.85,antennas,tp-link
19634,dvr620,159.98,disc players recorders,toshiba
19635,pa400u,23.0,cable security devices,targus
19636,akb04us,16.99,keyboards,targus
19637,,18.29,connectors adapters,comprehensive
19638,stt300220,19.06,inkjet printer paper,mohawk
19639,vmcuam1,14.25,cables interconnects,sony
19640,sdx5400c,54.32,,sony
19641,,46.0,,sony
19642,davtz130,134.72,dvd home theater,sony
19643,25bnr1vcpp6,89.95,bd-r discs,sony
19644,,4.24,,smead
19645,,,,smead
19646,,72.48,printers,smead
19647,,,,smead
19648,,12.27,accessories,sirius xm
19649,xea40trt,12.24,cash registers supplies,sharp
19650,,15.99,headphones,sentry
19651,px 200 ii b,84.99,headphones,sennheiser
19652,ha08b,7.12,wiring harnesses,scosche
19653,gm05b,7.99,audio video accessories,scosche
19654,,130.95,inkjet printer ink,samsung
19655,,,usb flash drives,action
19656,sdmx18r-004gk-a57,39.99,mp3 players,sandisk
19657,sl620 black,170.0,point shoot digital cameras,samsung
19658,hz30w,,point shoot digital cameras,samsung
19659,pz55,89.17,gamepads,saitek
19660,ex330,59.95,postal scales,royal
19661,81776,58.99,monitor arms stands,rolodex
19662,mr-s2mqn-01,75.33,data cartridges,quantum
19663,psd-tts,167.88,television stands entertainment centers,premier mounts
19664,12a6860,,laser printer toner,lexmark
19665,pbs01-001-us,41.85,chargers,powermat
19666,ts-x200,80.99,speakers,pioneer
19667,cd-rb20,56.93,audio video accessories,pioneer
19668,,32.71,computers accessories,vanguard
19669,07227,14.69,mice,pc treasures
19670,19740,14.99,monopods,pc treasures
19671,sc-hc20,107.0,compact stereos,panasonic
19672,kx-tg9321t,75.34,cordless telephones,panasonic
19673,bl-c140a,148.99,surveillance cameras,panasonic
19674,,217.19,,hewcpn
19675,power55,378.69,tv mounts,omnimount
19676,202237,3.95,cases bags,olympus
19677,57y4167,102.24,,lenovo
19678,28-300mm f/3 .5 -5.6 g ed vr,,camera lenses,nikon
19679,tiger-42500,,surveillance cameras,night owl optics
19680,,16.0,office electronics,wilson
19681,,35.99,computer accessories,belkin
19682,,24.0,shredders,westcott
19683,,78.04,cordless telephones,uniden
19684,,24.09,cordless telephones,uniden
19685,,22.64,printer staples,swingline
19686,,21.0,cables interconnects,cables unlimited
19687,,40.94,shredders,rubbermaid
19688,hs201,,video projectors,lg
19689,,27.07,shredders,sharpie
19690,57y4294,16.9,bags cases,lenovo
19691,43972au,839.95,laptops,lenovo
19692,zx750 .1,239.29,amplifiers,kicker
19693,,58.0,coaxial speakers,kenwood
19694,70119,19.99,keyboard mouse combos,inland
19695,ep-wb-mic-light,18.48,wired headsets,ifrogz
19696,ink tank,26.77,laser printer toner,hp
19697,,5.49,,smartbuy
19698,097000,2.95,cleaning repair,norazza
19699,,,,cricket
19700,,,,mayline
19701,,,memory,compaq
19702,4000068,12.17,binding machine supplies,quartet
19703,esd7100,38.0,radar detectors,cobra
19704,nz500,420.99,in-dash navigation,clarion
19705,lapst-107black,10.59,cases sleeves,case logic
19706,usb-wr2000,49.99,docking stations,cables unlimited
19707,,93.99,inkjet printers,brother
19708,98107,,printer labels laser inkjet,avery
19709,ac6cd,37.99,speakers,audiosource
19710,74604736,5.78,media storage organization,atlantic
19711,1015pem-pu17-bk,299.95,netbooks,asus
19712,,6.59,dispensers,softsoap
19713,06-ce-dcusb2,5.14,audio video accessories,amp
19714,,,lighting,cooper lighting
19715,,4.5,audio video accessories,zebra pen
19716,no,0.58,chargers,apple
19717,wdbacg0010hch-nesn,122.37,external hard drives,western digital
19718,mf602b,22.99,tv mounts,videosecu
19719,tsb19602us,34.55,bags cases,targus
19720,,19.44,blank media,smead
19721,,22.95,ac adapters,amsahr
19722,3 piece filter kit,349.99,filters,precision
19723,,42.99,mp3 players,pe
19724,jumbo 2000 wall mount op-jmw2655,179.99,tv mounts,peerless
19725,p106dvc,43.58,component subwoofers,boss
19726,,50.9,,oxford
19727,,,,oxford
19728,apollo-dvr5,199.99,digital security recorders,night owl optics
19729,,193.47,cordless telephones,at t
19730,,24.77,radios,quartet
19731,,17.98,computers accessories,ohmetric
19732,,490.0,laminating supplies,mayline
19733,,,laminating supplies,globe weis
19734,,48.0,label makers,advantus
19735,,8.75,audio video accessories,nature saver
19736,gt780r-012us,1599.99,,msi
19737,w7-63t-blk,43.42,tv mounts,u.s. brown bear
19738,tzs661,22.91,labeling tapes,brother
19739,,17.99,,brother
19740,dr520,137.36,inkjet printer ink,brother
19741,bv8724,131.39,dvd players,boss
19742,,14.97,keyboards,minisuit
19743,fn-12cmn-led1,20.91,power supplies,athena
19744,,27.69,bluetooth headsets,blueant
19745,c736h1kg,170.25,laser printer toner,lexmark
19746,,21.73,computers accessories,bic
19747,f8z371,5.33,cases,belkin
19748,a3l791-14-blu-s,5.11,ethernet cables,belkin
19749,,22.99,accessories supplies,battery-biz
19750,,33.86,,avery
19751,,,laminating supplies,avery
19752,,73.5,office electronics,atrend
19753,ea-650 green,69.99,power supplies,antec
19754,4300-00-68 af,72.24,modems,zoom
19755,6594,,,da-lite
19756,svusb-9,18.28,kvm switches,avocent
19757,ps-650wx2n,58.98,power supplies,athena
19758,50759,8.2,power strips,general electric
19759,4595-00-00f,68.51,unlocked phones,zoom
19760,78-6972-0001-8,33.0,,3m
19761,edgdg-220204-pe,69.73,,edge
19762,sls200usb0-01,248.99,,lantronix
19763,ce-cm0311-s1,37.23,faceplates,siig
19764,j1455-rd,74.99,point shoot digital cameras,general imaging
19765,,,accessory kits,golla
19766,af-7749-201,15.0,cases,delorme
19767,af-7851-000,34.88,cycling gps units,delorme
19768,,7.99,computers accessories,targus
19769,csgd1200,68.0,audio video accessories,jvc
19770,ct25672ba1339,23.24,computers accessories,crucial
19771,cr6005a-ma,78.9,turntables,crosley
19772,69903,319.95,projection screens,da-lite
19773,twin2x2048-6400,32.99,computer components,corsair
19774,,15.24,inkjet printer ink,compatible
19775,30329,15.37,mounts,allsop
19776,528wi-1004-300,147.78,audio video accessories,storage appliance
19777,910-159-001,,voip,clearone
19778,bta-3210,17.99,usb network adapters,cirago
19779,,,projection screens,da-lite
19780,,,projection screens,da-lite
19781,,0.81,car chargers,momo
19782,ce-250x,56.76,laser printer toner,compatible
19783,fc-200v,26.84,financial business,casio
19784,ex-zs5 black,,point shoot digital cameras,casio
19785,ex-case12be,10.37,audio video accessories,casio
19786,cp800b,82.6,inkjet printers,canon
19787,sd960is silver,272.89,point shoot digital cameras,canon
19788,,,storage presentation materials,canon
19789,m40,,camcorders,canon
19790,4632b007,269.0,scanners,canon
19791,4550b001,13.97,inkjet printer ink,canon
19792,37088,745.95,accessories supplies,cables to go
19793,hd-qs2 .0 tsu2/r5,399.95,external hard drives,buffalo
19794,hd-ql8tsu2r5,870.91,computers accessories,buffalo technology
19795,whr-hp-gn,39.82,routers,buffalo technology
19796,,33.37,computers accessories,epson
19797,,44.0,basic,innovera
19798,,139.59,laminating supplies,mayline
19799,,43.0,complete tripod units,macally
19800,,16.2,impact dot matrix printer ribbons,lanthem
19801,,41.0,radios,quartet
19802,,34.0,headphones,jvc
19803,,63.8,complete tripod units,ilive
19804,,377.33,laminating supplies,hon
19805,,532.0,laminating supplies,hon
19806,,252.11,laminating supplies,bush
19807,,47.49,storage presentation materials,buddy
19808,,132.0,speaker parts components,audiovox
19809,jgs524fna,298.99,switches,netgear
19810,gs716t,,switches,netgear
19811,nbm1608r,99.99,computers accessories,micronet
19812,nc300w,69.97,headphones,ableplanet
19813,rtm-082,22.63,mice,acp
19814,mr1520ua,111.93,stereos,boss
19815,snn5843/bp6x,2.92,batteries,motorola
19816,drk19-44-36,1395.9,office electronics,middle atlantic
19817,mhc-00019,26.13,keyboard mouse combos,microsoft
19818,m9-sl,17.99,headphones,meelectonics
19819,cx21-bk,27.05,headphones,meelectonics
19820,,5.69,,mead
19821,631004,15.44,bd-re discs,maxell
19822,,,blank media,maxell
19823,30s1-01260,1.49,power cables,cable showcase
19824,930-0015-001,28.0,vehicle mounts,magellan
19825,,3.54,,mace
19826,snap2mb,20.05,cases sleeves,macally
19827,m2104,24.95,mp3 players,rca
19828,,23.38,batteries,sib
19829,ehau424-08,49.99,computers accessories,lite-on
19830,,538.95,projection screens,da-lite
19831,94129,246.5,projection screens,da-lite
19832,wes610n,129.99,networking products,cisco
19833,e1500,,routers,cisco
19834,adt-rsmmc,,memory card adapters,link depot
19835,18c2180,32.98,inkjet printer ink,lexmark
19836,lsdmi16gasbna,26.99,blank media,lexar
19837,73p4984-mu,,memory,mushkin
19838,,,audio video accessories,scosche
19839,,107.78,laser printer toner,konica-minolta
19840,hafx35b,11.28,headphones,jvc
19841,video-338pci-128twin,74.99,computers accessories,jaton
19842,,99.95,scanners,ion audio
19843,,27.42,screen filters,innovera
19844,,7.78,usb flash drives,innovera
19845,83013,20.0,laser printer toner,innovera
19846,tacc-rmmc90gr,14.29,audio cables,innergie
19847,,13.62,printer ink toner,avery
19848,41429,21.95,disc jewel cases,imation
19849,17335,35.82,accessories supplies,imation
19850,,,antitheft,iluv
19851,iad572blk,20.09,chargers adapters,iluv
19852,ip48bv,76.73,speaker systems,ihome
19853,it4lo-gmt/blk,15.35,cases,ifrogz
19854,740119-1,29.55,fishfinders,humminbird
19855,q1989a,4.24,photo paper,hp
19856,nz223ut #aba,204.99,,hp
19857,cc364a,139.99,laser printer toner,hp
19858,c9450a,59.99,inkjet printer ink,hp
19859,,291.59,laser printer toner,hp
19860,ay463aa,46.99,cases,hp
19861,,,pda handheld accessories,hon
19862,,321.03,,hon
19863,x264h11g,168.91,printer ink toner,lexmark
19864,,10.76,mouse pads,hello kitty
19865,sc-ipad2-blk,44.95,cases sleeves,gum drop
19866,0g01664,74.99,external hard drives,g-technology
19867,gc17097,15.78,usb cables,griffin technology
19868,4058-rdtrpb2,29.95,universal fm cassette adapters,griffin technology
19869,gb01912,14.99,armbands,griffin technology
19870,,,printers,grade-a
19871,gsa91-2028-05-rhl,227.89,accessories supplies,gn netcom
19872,010-00780-00,135.0,hiking gps units,garmin
19873,43ggs8hx3spz,59.99,computers accessories,galaxy technology
19874,115r00037,169.0,printer accessories,tektronix
19875,fi8918w,89.99,surveillance cameras,foscam
19876,prohdcart,529.99,security surveillance,omnimount
19877,ld-aplusb-2m,9.5,usb cables,ld
19878,ac05064-0001,103.22,chargers,igo
19879,97-083,87.99,mounts,ergotron
19880,s041378,45.92,inkjet printer paper,epson
19881,b11b200201,71.37,scanners,epson
19882,t078520,11.67,inkjet printer ink,epson
19883,t127120,28.08,printer ink toner,epson
19884,255050,11.39,cleaning repair,norazza
19885,etipodchg41b,21.29,chargers,emerge tech
19886,vh640aa-pe,18.29,memory,edge
19887,18484,16.27,other office equipment,dymo
19888,du-sd-32gb-r,47.99,blank media,dane-elec
19889,du-zp-04g-ca-n3-c,15.99,usb flash drives,duracell
19890,dr10res-az721,32.95,camcorder batteries,battery-biz
19891,b-5805,95.99,batteries,duracell
19892,t125120-d2,29.24,inkjet printer ink,epson
19893,,39.99,audio video accessories,powermat
19894,model b,3499.0,projector mounts,draper
19895,dk-20,58.0,cases bags,dolica
19896,nwd2105,23.99,usb network adapters,zyxel
