publication_id,journal_name,paper_authors,work_title
30186,"lecture notes in computer science ,","h masuhara , g kiczales",modeling crosscutting in aspect-oriented mechanisms
30187,"ph. d. thesis california univ. , santa barbara. ,",rw rendell,surface plasmons confined by microstructures
30188,"proceedings of the thirteenth acm sigact-sigmod-sigart & hellip ; ,","ka hua , sd lang , wk lee",a decomposition-based simulated annealing technique for data clustering
30189,"fed proc ,","jl chiasson , je liljenquist , ww lacy , as jennings ,",gluconeogenesis : methodological approaches in vivo
30190,"sigmod conference ,","m poess , b smith , l kollar , p larson","tpc-ds , taking decision support benchmarking to the next level"
30191,"contributions to zoology ,","l luiselli , fm angelici , gc akani",large elapids and arboreality : the ecology of jameson 's green mamba ( dendroaspis jamesoni ) in an
30192,"proceedings of the 12th annual acm international conference & hellip ; ,","k gopalan , t chiueh , yj lin",probabilistic delay guarantees using delay distribution measurement
30193,submitted for,"k balaji , s kapoor , aa nanavati , l ramachandran",scatternet formation algorithms in the bluetooth network
30194,"& hellip ; journal of intelligent information processing systems ,","r chandrasekhar , y attikiouzel",segmenting the breast border and nipple on mammograms
30195,proceedings of 26th international conference on very large,"s agrawal , s chaudhuri","und narasayya , vr : automated selection of materialized views and indexes for sql databases"
30196,"social studies and the young learner ,",k tomasino,literature and social studies : a spicy mix for fifth graders .
30197,"proc . of the intl. vldb conference , melbourne , australia ,","ds sd901 , d dewitt",tradeoffs in processing complex join queries via hashing in multi-processor database machines
30198,"management science ,","em snir , lm hitt",costly bidding in online markets for it services
30199,"diabetologia ,","ic green , d perrin , kc pedley , rdg leslie , da pyke",effect of enkephalins and morphine on insulin secretion from isolated rat islets
30200,"journal of personality and social psychology ,","ja krosnick , ds boninger , yc chuang , mk berentâ ? ¦",attitude strength : one construct or many related constructs ?
30201,,"a sheth , j cardoso , j miller , j arnold",modelling quality of service for workflows and web service processes
30202,"cochrane database syst rev ,","aa omari , c preston , p garner",artemether-lumefantrine for treating uncomplicated falciparum malaria
30203,,c mcwilliams,north from mexico : the spanish speaking people of the united states
30204,"new directions for higher education ,","d hossler , j schmit",the indiana postsecondary-encouragement experiment .
30205,"acm transactions on database systems ,",dw shipman,the functional data model and daplex
30206,,"m stonebraker , k keller",embedding expert knowledge and hypothetical data bases in a data base system
30207,"demonstration , iccv ,",d nister,live ego-motion estimation
30208,"proc . 29th japan nat . conf . soil mech . found . engng , morioka ,","t sato , y kamegai , msa siddiquee , e hoque , y",measurement of lateral strains of sand with lateral ldts in triaxial tests
30209,"journal of personality and social psychology ,","b weiner , d russell , d lerman",the cognition-emotion process in achievement-related contexts
30210,,"x li , j misra , cg plaxton",brief announcement : concurrent maintenance of rings
30211,,"a dan , d sitaram",an online video placement policy based on bandwidth to space ratio ( bsr )
30212,,d gilbert,â ?? parlog : a tutorial introduction .
30213,"journal of personality and social psychology ,","pc kendall , ec flannery-schroeder","rigor , but not rigor mortis , in depression research"
30214,"proc . int . soc . opt . eng . ( spie ) ,","gc giakos , s chowdhury , a dasgupta , a dasgupta , p",study of a gas microstrip detector for medical applications
30215,"proceedings-ieee ,","s haykin , xb li",detection of signals in chaos
30216,"journal of personality and social psychology ,","dj hilton , rh smith , md alicke",knowledge-based information acquisition : norms and the functions of consensus information
30217,"proceedings of the 1976 acm sigmod international conference & hellip ; ,",n minsky,files with semantics
30218,,tg bailey,"distribution , abundance , and aspects of the life histories of the midwater fishes from three regions"
30219,"cochrane database syst rev ,","t lancaster , lf stead",silver acetate for smoking cessation
30220,new directions for teaching and,"j macgregor , j cooper","smith. , k. , and robinson , p. , eds. , â ?? strategies for energizing large classes : from small groups to"
30221,"ieee computer ,","a carle , kd cooper , rt hood , k kennedy , l torczon ,",a practical environment for fortran programming
30222,,d friedlander,maryland : supplemental report on the baltimore options program
30223,,da meeter,problems in the analysis of non-linear models by least squares
30224,,e funkhouser,individual effects and estimation of the motives to remit from international migration
30225,"proceedings of the first acm sigplan international & hellip ; ,","c flanagan , rs nikhil",phluid : the design of a parallel functional language implementation on workstations
30226,"journal of emergency medicine ,","ka graeme , cv pollack","heavy metal toxicity , part i : arsenic and mercury"
30227,"seattle , washington ,",s harris,fire and ice : the cascade volcanoes : the mountaineers
30228,"proceedings of the international conference on very large & hellip ; ,","s sundara , y hu , t chorma",developing an indexing scheme for xml document collections using the oracle8i extensibility
30229,"technical report 108 , vision sciences , media laboratory ,",a pentland,parallel part segmentation for object recognition
30230,"microsoft technical report ,","as szalay , pt kunszt",", and gray , j. : designing and mining multi-terabyte astronomy archives : the sloan digital sky survey"
30231,"the academy of management journal ,","r drazin , rk kazanjian",applying the del technique to the analysis of cross-classification data : a test of ceo succession
30232,"sigmod record ,",o shmueli,alon itai . maintenance of views
30233,"proceedings of the international conference on very large & hellip ; ,",", s seshadri",incremental organization for data recording and warehousing
30234,"vldb ,","j andany , c palisser",management of schema evolution in databases
30235,"acm transactions on database systems ,",jl bentley,"multidimensional binary search trees used for associative searching . com-mzm . acm 18 , 9 ( sept. 1975 ) ,"
30236,"unpublished manuscript ,",r passonneau,instructions for applying discourse reference annotation for multiple applications ( drama )
30237,"md ,",g block,"health , habits , and history questionnaireâ ?? diet history and other risk factors , personal computer"
30238,"acm sigchi bulletin ,","mm blattner , rb dannenberg",chi '90 workshop on multimedia and multimodal interface design
30239,,"e amir , s mccanne , r katz","an active service framework and its application to real-time multimedia transcoding , acm sigcomm"
30240,"j acm ,","b chor , o goldreich , e kushilevitz , m sudan",private information retrieval
30241,"cellular and molecular biology letters ,","sp hussain , ja duley , gp connolly",purine and pyrimidine levels in cultured skin fibroblasts from control and lesch-nyhan patients
30242,,"mj zaki , ct ho",large scale parallel data mining
30243,"proc . int . test conf ,","yk malaiya , syh su",a new fault modeling and testing technique for cmos devices
30244,,"r chirkova , c li",materializing views with minimal size to answer queries
30245,,"x li , j misra , cg plaxton",concurrent maintenance of rings
30246,,"m enock , jm schwartz",kac algebras and duality of locally compact groups
30247,"proceedings of acm multimediaâ ?? 93 ,","b prabhakaran , sv raghavan",synchronization models for multimedia presentation with user interaction
30248,"proc . 18th int . conf . on machine learning ,","ld raedt , s kramer",feature construction with version spaces for biochemical application
30249,to,"a bellow , ap calderon",a weak type inequality for convolution products
30250,"20th vldb conference , poster paper collection ,",g saake,"objektorientierte spezifikation von informationssystemen , teubnerâ ?? verlag , 1993 [ sk94 ] a. sheth , n."
30251,"journal of personality and social psychology ,","jm darley , ph gross",a hypothesis-confirming bias in labeling effects
30252,"procs of lrec-02 ,","p blache , t van rullen",an evaluation of different symbolic shallow parsing techniques
30253,"journal of emergency medicine ,","bz horowitz , ea panacek , nj jouriles",severe rhabdomyolysis with renal failure after intranasal cocaine use
30254,"journal of personality and social psychology ,","m zuckerman , r koestner , mj colella , ao alton",anchoring in the detection of deception and leakage
30255,"computerworld ,",c sliwa,user/is team grows extranet
30256,"proc . acm sigcomm ,",dd clark,design principles of the internet architecture
30257,"new directions for higher education ,","s charp , d hines",a primer on campus networks .
30258,,"v valloppillil , j cohen",linux os competitive analysis
