pub_id,publication_venue,pub_year,subject_title,written_by
4202,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0,the database language gem,c zaniolo
4203,,1999.0,what are sports grounds ? or : why semantics requires interoperability . interop '99,"c riedemann , w kuhn"
4204,,1985.0,"semirings , automata , languages","w kuich , a salomaa"
4205,"bt technology journal ,",2001.0,sip and h. 323â ?? interworking voip networks,"a stephens , pj cordell"
4206,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0,source international conference on management of data archive,"a tiwary , m franklin"
4207,"transplantation proceedings ,",1996.0,non-heart-beating donor program contributes 40 of kidneys for transplantation,"jhc daemen , rj de wit , m bronkhorst , m yin , e"
4208,,,"on ethics and profâ ?? l responsibility , formal op. 01421 ( 2001 ) . if the insured then refused to",aba comm
4209,"journal of the acm ( jacm ) ,",1981.0,theorem proving via general mappings,pb andrews
4210,"blood-new york - ,",1999.0,engraftment kinetics after non myeloablative allogeneic peripheral blood stem cell transplantation :,"r childs , e clave , n contentin , d jayasekera , n"
4211,"san diego , california ,",,"econometric analysis of china 's agricultural trade behaviour , proceedings of the fifth symposium of","ws chern , s yu"
4212,"journal of personality and social psychology ,",,explaining the evidence : tests of the story model for juror decision making,"n pennington , r hastie"
4213,"paris ( francia ) : procs . int . conf . sefi ,",,european civil/construction engineering management ( ecem/ecm ) as an example for integrated european,c ahrens
4214,"san diego , academic ,",,feeding ecology offish,sd gerking
4215,"proceedings of the 25th vldb , edinburgh , scotland ,",,quality-driven integration of heterogeneous information sources,"f naumann , u leser , jc freytag"
4216,"proc . int . soc . citriculture ,",,citrus responses to irrigation methods,"dr rodney , rl roth , br gardner"
4217,,,assessment of the role of renewable energy technologies,r banerjee
4218,,,boogiepl : a typed procedural language for checking object-oriented programs,"r deline , krm leino"
4219,,,pitch determination of speech signals : a fuzzy fusion approach,"a saffiotti , a soquet"
4220,"& hellip ; acm international conference on management of data-sigmod & hellip ; ,",,"f. mata , â ?? a language and a physical organization technique for summary tablesâ ?? , proceed","g ozsoyoglu , m ozsoyoglu"
4221,vol .,,organic reactions .,"rc fuson , ch mckeever"
4222,"the academy of management review ,",1985.0,sources of conflict between work and family roles,"jh greenhaus , nj beutell"
4223,,1990.0,asim users manual . alewife systems memo 13,"d chaiken , bh lim , d nussbaum"
4224,,2003.0,an algorithm for the stable fixtures problem,"rw irving , s scott"
4225,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,streaming with causality : a practical approach,"c pleå?ca , r grigoraå ? , p quã © innec , g padiou"
4226,,,automatic bottleneck detection,"rp blake , js breese"
4227,"i. forest ,",,some effects of artificial defoliation on pine and larch,fc craighead
4228,"new directions for adult and continuing education ,",1992.0,harnessing implicit knowing to improve medical practice .,nc boreham
4229,"computer networks ,",,optimising bandwidth of abr sources,"dk madhu , pg harrison"
4230,"inc. , seattle , washington ,",,monitoring juvenile chinook salmon migration routes with acoustic tags in the forebay of rocky,"tw steig , jh horchik , ma timko"
4231,"fed proc ,",1985.0,the contribution of neuroscience to exercise studies,"rm enoka , dg stuart"
4232,york,,state university ofnm,jc connolly
4233,,2000.0,"bindexing the positions of continuously moving objects , ^ in proceedings of the acm international","s saltenis , cs jensen , st leutenegger , ma lopez"
4234,"proceedings of the 23rd international technical conference & hellip ; ,",,preparing advanced coal-based power systems for the 21st century at the power systems development,jr longanbach
4235,,1983.0,nuclear power and the biosphere,rm aleksakhin
4236,proc . acm sigmod intâ ?? l. conf . on management of,,acta : a framework for specifying and reasoning about transaction structure and behavior,"pk chrysathis , k ramamritham"
4237,"acm transactions on database systems ,",1979.0,computational problems related to the design of normal form relational schernas,"c beeri , pa bernstein"
4238,"journal of emergency nursing ,",2000.0,falls in the elderly : a multifactorial problem,s letvak
4239,"down to earth ,",,the modes of action of spinosad and other insect control products,vl salgado
4240,"graphic arts , athens , greece ,",,nonlinear phenomena in materials science,"m agop , n rezlescu , g kalogirou"
4241,,,"tg , 1984 : longwave parameterization for the ucla/glas gcm . nasa tech . mem . 86072 , goddard space",c harshvardhan
4242,"new directions for teaching and learning ,",1994.0,the administration and governance of interdisciplinary programs .,ba casey
4243,"information and software technology ,",1996.0,exercise in modelling,d andrews
4244,"see guzzo ,",,interpersonal learning and interpersonal conflict reduction in decision-making groups,"rl cook , kr hammond"
4245,,,coupled peeling-ballooning modes : a model for elms and the temperature pedestal ?,hr wilsonâ ? ¦
4246,"proceedings of the 23rd international colloquium on automata & hellip ; ,",1996.0,searching a fixed graph,"e koutsoupias , ch papadimitriou , m yannakakis"
4247,"sigmod record ,",2003.0,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu"
4248,mit laboratory for computer,,garbage collection in a very large address space : technical report tr-178,pb bishop
4249,,,"editions frontieres , 1997","r gispert , fr bouchet"
4250,,2001.0,heteroscedastic one-way anova and lack-of-t test,"mg akritas , n papadatos"
4251,"new directions for adult and continuing education ,",1992.0,concluding notes : a direction for learning .,"a sgroi , la cavaliere"
4252,demonstration of an optimized tru . flowsheet for,,and ta todd . 1996,"jd law , kn brewer , rs herb"
4253,"vldb ,",,specification of stored data structures and desired output results in diam ii with foral .,me senko
4254,"unep , athens ( greece ) . 1991. ,",1991.0,"methods for isolating the tentacular nematocysts of the lion 's mane jellyfish , cyanea capillata .","wr kem , c ostman"
4255,,,history and future challenges and opportunities in conservation tillage for a sustainable,rn gallaher
4256,,1969.0,polling emotional attitudes in relation to political choices,m maccoby
4257,"phil . mag ,",,on the application of interference methods to astronomical methods,aa michelson
4258,"proceedings of the 1968 23rd acm national conference ,",1968.0,a two-dimensional interpolation function for irregularly-spaced data,d shepard
4259,,,design of approximately linear-phase allpass based qmf banks,"ck lu , m anderson"
4260,"submitted for publication ,",2003.0,on the optimality of conditional expectation as a bregman predictor,"a banerjee , x guo , h wang"
4261,proceedings of 2003 international conference on management,,"a , abraham ( 2003 ) . agent systems today ; methodological considerations",m paprzycki
4262,"vldb ,",2003.0,operator scheduling in a data stream manager,"d carney , u cetintemel , a rasin , s zdonik , m"
4263,"proceedings of the 24 thvldb conference , new york , usa ,",,mapinfo spatialwareâ ® a spatial information server for rdbms,m chebel
4264,"pc magazine , december ,",,pentium/200 buyersâ ?? guide,"c venezia , c metzâ ? ¦"
4265,"urban geography ,",1998.0,how do places matter ? a comparative study of chinese ethnic economies in los angeles and new york,y zhou
4266,"proc int conf software eng ,",1997.0,characterizing and modeling the cost of rework in a library of reusable software components,"vr basili , se condon , k el emam , rb hendrick , w"
4267,"journal of emergency medicine ,",1992.0,objectives to direct the training of emergency medicine residents on off-service rotations ;,"m markham , gc hamilton"
4268,"ieee icc â ?? 87 , seattle ,",,â ?? user access in portable radio systems in the noise limited environment,rc bernhardt
4269,"bhp new zealand steel workplace new zealand demonstration & hellip ; ,",,hollow sections survival storyâ ?,"p jenkins , r didsbury , j burford"
4270,"communications-acm ,",1999.0,thinking objectively : oo distributed programming is not distributed oo programming,"r guerraoui , me fayad"
4271,"new directions for higher education ,",1982.0,reexamining the economies of scale and the viability of small colleges .,n dickmeyer
4272,electronic,,bottomless package doubles soics current-handling ability,a bindra
4273,"acc . chem . res ,",,"î ² - peptides : nature improved ? , c & en 1997 , 16 june , 32â ?? 35 . gellman , sh , foldamers : a manisfesto",s borman
4274,,1985.0,documentation of the data sources and analytical methods used in the benefit-cost analysis of the,"d long , v knox"
4275,proc . of the acm sigmod intâ ?? l conference on management of,,dewitt . shoring up persistent applications,mj carey
4276,,,pre-analyzed resource and time provisioning in distributed real-time systems : an application to,"h li , j sweeney , k ramamritham , r grupen"
4277,"san diego , january ,",,"isolation of gps multipath and receiver tracking errorsâ '' , in proceedings of ion national technical",m braasch
4278,,,programming applications for microsoft windows,j richter
4279,"acm press history series ,",1990.0,planting the seeds : personal observations,bd waxman
4280,,,"distributed component object model protocol -- dcom/1 .0 , ( 1996 )",n brown
4281,"pc magazine online ,",,the wireless web,s nash
4282,"cochrane database syst rev ,",2000.0,family intervention for schizophrenia,"fm pharoah , jj mari , d streiner"
4283,"cochrane database syst rev ,",2001.0,hospitalisation and bed rest for multiple pregnancy,ca crowther
4284,"procs . of the ics98 , melbourne , australia ,",,hardware prefetching for pointer data references,"ch chi , cm cheung"
4285,,,yima : a second-generation continuous media server,"c shahabi , r zimmermann , k fu , syd yao"
4286,"proc . appl ,",,"percolation and ferromagnetism on z 2 : the q-state potts cases , stoch",l chayes
4287,,,end of transition period,p administration
4288,"a sonographic demonstration . j ultrasound ,",,tenosynovitis of the wrist,gaw gooding
4289,"proc . acm annual conf ,",,a mini-computer network for support of real time research,wj lennon
4290,,,recent advances in wireless networking,u varshney
4291,"unpublished manuscript ,",,the solution of some 100-city travelling salesman problems,a land
4292,,,"professor , department of applied mathematics and statistics , the johns hopkins university , baltimore",ce priebe
4293,"acm transactions on database systems ,",1982.0,on optimizing an sql-like nested query,w kim
4294,"laseropto-stuttgart - ,",2001.0,application of ultrashort laser pulses for refractive surgery of the eye,"h lubatschowski , a heisterkamp , w drommer , o"
