scholar_id,conf_abbrev,subject_title,author_group,pub_date
29725,"vldb ,",logical design of deductive natural language consultable data bases,ieeexplore.ieee.org,1979.0
29726,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",semi-join algorithms for multiprocessor systems,p valduriez,1982.0
29727,,meaningful change detection on the web,"s flesca , f furfaro , e masciari",
29728,"proceedings of the international conference on information & hellip ; ,",eye movement-based analyses of graphs and tables : the next generation,gl lohse,1993.0
29729,"wisconsin studies in contemporary literature ,",essays in periodicals,"jr bryer , tj bergin jr",1967.0
29730,"proc . of 29th acm symp . on theory of comp ,",some optimal in-approximability results,j hã ¸ astad,
29731,"new directions for higher education ,","tax changes , retirement , and pensions .",ad sumberg,1989.0
29732,"proceedings of the 23rd european peptide symposium , escom , & hellip ; ,","in maia , hls ( ed . ) peptides 1994","r dã ¶ lling , m beyermann , j haenel , f kernchen , e",
29733,,a core calculus for java exceptions,"d ancona , g lagorio , e zucca",
29734,,history and purpose of arizona forfei ture under ars sections 13-4301,c holmes,1990.0
29735,"md ,",educating patients and families about mental illness : a practical guide . gaithersburg,cc bisbee,
29736,"transplant proc ,",present experiences in a series of 26 abo-incompatible living donor renal allografts,"gpj alexandre , jp squifflet , m de bruyere , d",1987.0
29737,pc,remote possibilities : whiteboard software ',d labriola,
29738,"computer networks ,",a predictability analysis of network traffic,"a sang , s li",2002.0
29739,,fast cross-validation for high-breakdown resampling algorithms for pca,"m hubert , s engelen",2004.0
29740,"journal of personality and social psychology ,",cultural accommodation : hybridity and the framing of social obligation,"d oyserman , i sakamoto , a lauffer",1998.0
29741,,environmental management issues and challenges in the next millennium in malaysia,s sham,
29742,,depression runs in families : the social context of risk and resilience in children of depressed,cl hammen,1991.0
29743,submitted for,"efficient construction of low weight bounded degree planar spanner , '' 2002","xy li , y wang",
29744,"electronic design ,",mosfets break out of the shackles of wirebonding,p mannion,
29745,"phil . mag ,",on oscillation hysteresis in a triode generator with two degrees of freedom,b van der pol,
29746,"new directions for teaching and learning ,",learn-ing community foundations .,"f gabelnick , j macgregor , rs matthews , bl smith",1990.0
29747,"genes to cells ,",essential role of active nuclear transport in apoptosis,"n yasuhara , y eguchi , t tachibana , n imamoto , y",1997.0
29748,,object fusion in mediator systems ( extended version ),"y papakonstantinou , h garcia-molina",
29749,"proceedings of ecaade conference , weimar [ ed donath ,",educating the virtual architect . promise and reality,j petricâ ? ¦,
29750,,"transcriber , 1820 us census , harlan county , kentucky , ( posted at ftp://ftp . rootsweb . com/pub /",l jones,
29751,"san diego , calif ,",a wavelet tour of signal processing academic,s mallat,
29752,"proceedings of the 1998 ieee/acm international conference on & hellip ; ,",interface synthesis : a vertical slice from digital logic to software components,"g borriello , l lavagno , rb ortega",1998.0
29753,"pc magazine ,",which group ( ware ) are you ?,l ulanoff,
29754,,stability of linguistic control systems,"g langari , m tomizuka",1990.0
29755,"university of wisconsin ,",early childhood education bs,pb chesler,
29756,"proc . acm pods conference ,",interaction between type and path constraints,"p buneman , w fan , s weinstein",
29757,"i2 planet ,",enterprise business planning : enabling the zero latency enterprise,"b vinod , t bhatia",
29758,"the vldb journal the international journal on very large & hellip ; ,",approximate similarity retrieval with m-trees,"p zezula , p savino , g amato , f rabitti",1998.0
29759,"cellular and molecular biology letters ,",spectrin isoform diversity and assembly in non-erythroid cells,"cd cianci , jc kim , j mclaughlin , pr stabach , cr",1996.0
29760,"ieee computer ,",software development for computers and communication at nec .,k fujino,
29761,"freiburg i. br ,",qualitã $ tssicherung und qualitã $ tsmanagement in der sozialen arbeit,m meinholdâ ? ¦,
29762,"proc . acm sigmod conf ,",a rule-based view of query optimization,jc freytag freytag,
29763,"ieee computer ,",software engineering . a european perspective,"rh thayer , ad mcgettrick",1993.0
29764,"information and software technology ,",software testingâ ?? searching for the missing link,m roper,1999.0
29765,"the vldb journal the international journal on very large & hellip ; ,",efficient support for interactive service in multi-resolution vod systems,"kkw law , jcs lui , l golubchik",1999.0
29766,"ieee computer ,",su : modeling integrated manufacturing data with sam *,yw stanley,
29767,"proc . 28th europ . conf . opt . commun. ,",analysis of add/drop multiplexing at 160 gbit/s to base data rates of 10 gbit/s and 40 gbit/s,"a melo , g toptchiyski , k petermann , c schubert",
29768,"bt technology journal ,",profilingâ ?? technology,"r newbould , r collingridge",2003.0
29769,"genes to cells ,",bloom 's syndrome gene suppresses premature ageing caused by sgs1 deficiency in yeast,"sj heo , k tatebayashi , i ohsugi , a shimamoto , y",1999.0
29770,"proceedings of sigmod ,",benchmark . michael stonebraker and jim frew and kenn gardels and jeff meredith,s ts,
29771,,a new approach to current density impedance imaging,"kf hasanov , aw ma , rs yoon , ai nachman , ml joy",
29772,"phil . mag ,",a dynamical theory of diffusion for nonelectrolytes and the molecular mass of albumin,w sutherland,
29773,"new directions for teaching and learning series . san & hellip ; ,",using active learning in college classrooms : a range of options for faculty,"tw sutherland , cc bonwell",
29774,,understanding soap,a skonnard,
29775,"see herdt ,",introduction,rm keesing,
29776,"university of massachusetts , technical report ,",nevot implementation and program structure,h schulzrinne,
29777,"information and software technology ,",evidence on economies of scale in software development,"rd banker , h chang , cf kemerer",1994.0
29778,new york : manpower demonstration research,the national project grad evaluation,f doolittle,
29779,"& hellip ; manuscript , university of california , santa barbara ,",science performance assessment with language minority students,"g solano-flores , ma ruiz-primo , gp baxter , rj",
29780,"area development ,",keeping employees in the know,d williams,
29781,,still drowning,a laplante,
29782,"social studies and the young learner ,",modern times : the industrial revolution and the concept of time .,fh doppen,1999.0
29783,,computational methods for fast and accurate dna fragment assembly,cf allex,1999.0
29784,"sigmod record ,",continuous queries over data streams,"s babu , j widom",2001.0
29785,"lecture notes in computer science ,",foundations of a logical approach to agent programming,"y lesperance , hj levesque , f lin , d marcu , r",1996.0
29786,"journal of personality and social psychology ,",from self-conceptions to self-worth : on the sources and structure of global self-esteem,"bw pelham , wb swann",1989.0
29787,"acm transactions on database systems ,",simonoff . theuseofregression methodology forthecompromiseofcon dential informationin,ma palley andje reys,
29788,"management learning ,",local knowledge : innovation in the networked age,"js brown , p duguid",2002.0
29789,"& hellip ; grant program , university of washington , seattle , washington & hellip ; ,",species displaced by spartina in the pacific northwest,k sayce,
29790,,random sampling for histogram construction : how much is enough ? pages 436 -- 447,"s chaudhuri , r motwani , v narasayya",1998.0
29791,"new directions for program evaluation ,",theory as method : small theories of treatments,mw lipsey,1993.0
29792,"proceedings of ecml workshop : machine learning as & hellip ; ,",association rules and mechanizing hypotheses formation,j rauch,
29793,"information and software technology ,",reuse of components in data-intensive business programs through interface separation,"cdw ward , ava resurreccion , kh mcwatters , bkt hee ,",1998.0
29794,"md ,",guidelines for blood recovery and reinfusion in surgery and trauma . american association for blood,"cp stowell , gf giordano , j kiss , sw renner , rb",
29795,,reinforcement learning with bounded risk,p geibel,
29796,,radiomap : experiential interactive environment,m hohl,
29797,"journal of emergency medicine ,",perceptions and satisfaction with emergency department care,"kj rhee , j bird",1996.0
29798,"proceedings of seminar d , public transport planning and & hellip ; ,",changes in taxi servicesâ ?? can new developments help people with a mobility handicap,"s trench , a lister",
29799,"applied physics a : materials science & processing ,",energy spectra of light ions backscattered from random solids,"u littmark , a gras-marti",1978.0
29800,"bombay : college of india and popular prakastan ,",science in india : institution building and the organizational system in historical perspective,w morehause,
29801,"acm sigmod record ,","multiplex , fusionplex and autoplex : three generations of information integration","a motro , j berlin , p anokhin",2004.0
29802,"proceedings of the acm sigmod conference on management of & hellip ; ,",dewitt . equi-depthhistogramsfor estimating selectivity factors for multi-dimensional queries,m muralikrishnaandd,
29803,"new directions for adult and continuing education ,",a brief guide to critiquing research .,e hayes,1991.0
29804,"proceedings of the 1984 acm sigmod international conference & hellip ; ,",combining relational and network retrieval methods,"h chen , smc kuck",1984.0
29805,"electronic letters ,",reactive components for pseudo-resistive networks,"e fragniere , a van schaik , e vittoz",1997.0
29806,"& hellip ; pressented at the international conference , athens , greece , & hellip ; ,",a new targeting procedure for the retrofit of heat exchanger networks,"cg shokoya , e kotjabasakis",
