dblp_scholar_id,yr_published,journal_name,creator_list
16807,1983.0,"proceedings of the 1983 acm sigmod international conference & hellip ; ,","wh kohler , kc wilner , ja stankovic"
16808,,,"s dautovic , dm acketa , v mudrinski"
16809,,"vitro demonstration of sv40 trag in sv40-infected permissive & hellip ; ,","j pretell , rs greenfield , ss tevethia"
16810,1993.0,"pc magazine ,",sw plain
16811,1989.0,"transplant proc ,","aj demetris , t zerbe , b banner"
16812,1985.0,"fed proc ,",pd gollnick
16813,1987.0,"vldb ,","r cavallo , m pittarelli"
16814,2003.0,"electronic markets ,","j murphy , l raffa , r mizerski"
16815,,"information and software technology ,","g tziallas , b theodoulidis"
16816,2000.0,,"jm martinez , c miller"
16817,,,"e tunstel , t lippincott"
16818,,"computerworld ,",m schrage
16819,,"3rd ieee conference on very large databases ,","d downs , gj popek"
16820,,"technical report , stanford university , stanford , usa , november",sa herrod
16821,1987.0,"proceedings of the 1987 acm sigmod international conference & hellip ; ,","g herman , kc lee , a weinrib"
16822,,"supplement to book ,",ps de laplace
16823,2004.0,"cochrane database syst rev ,",c quigley
16824,,"unpublished manuscript ,","gj holzmann , s leue"
16825,2000.0,"proceedings of the 26th international conference on very & hellip ; ,","d pfoser , c jensen , y theodoridis"
16826,,"& hellip ; journal of intelligent information processing systems ,","bl zhang , td gedeon"
16827,1998.0,"new directions for teaching and learning ,","i harkavy , l benson"
16828,,,q training
16829,1995.0,"proceedings of the third acm international conference on & hellip ; ,",a don
16830,1970.0,,m kã 1/4 enzi
16831,,,"sr premeaux , r comish , s premeaux"
16832,1997.0,"information and software technology ,","hs jensen , bm jorgensen , s linkman , hd rombach"
16833,1978.0,"vldb ,","u dayal , pa bernstein"
16834,,,"w ng , m levene"
16835,,"proceedings of acm sigmod international conference on & hellip ; ,","s guha , r rastogi , a cure"
16836,,"acm trans . database syst ,","s jajodia , d mutchler"
16837,,"microsoft corporation ,",f simulator
16838,,"phil . mag ,","rsw shewfelt , lm brown"
16839,2004.0,"ieee transactions on knowledge and data engineering ,","cc aggarwal , sc gates"
16840,2000.0,"electronic library ,",v sreenivasulu
16841,,proc . of the acm,"c baru , a gupta"
16842,2005.0,,"b sayrafi , d van gucht , m gyssens"
16843,,"technical university of eindhoven , eindhoven ,",tm willems
16844,,at .,"sm vakulovskii , ai nikitin , vb chumichev"
16845,1996.0,"proceedings of the 1996 acm sigmod international conference & hellip ; ,","s blott , l relly , hj schek"
16846,,"procs bvm ,","j schwarz , a wischnik"
16847,1985.0,"vldb ,",w kiessling
16848,,,jd gibson
16849,,"proceedings of the 23rd annual conference of the cognitive & hellip ; ,","ka gluck , mj young"
16850,,phil .,j mcinnes
16851,2005.0,"j. acm ,","d detlefs , g nelson , jb saxe"
16852,,"unpublished manuscript ,","w link , e cam"
16853,1998.0,"sigmod record ( acm special interest group on management of & hellip ; ,","m christoel , s pulkowski , b schmitt , pc lockemann"
16854,1999.0,"social studies and the young learner ,","j schmidt , p manson"
16855,,"biomechanics i ,",t ishiko
16856,,,"a talarczyk , j hennig"
16857,,"technical report no. 87 , imsss , stanford university ,",sl sclove
16858,1982.0,"acm transactions on database systems ,",ds batory
16859,,"technical report tr-893 , massachusetts institute of technology ,","m stephenson , s amarasinghe , um oâ ?? reilly , m"
16860,,"proc . of acm sigmod ,","pg selinger , mm astrahan , dd chamhcrlin"
16861,,"g ] i ,","ss kutateladze , vm borishanskii"
16862,1993.0,"acm transactions on database systems ,","m levene , g loizou"
16863,,,s battestini
16864,,"technical report 2000-08 , university of",h piater
16865,1961.0,"wisconsin studies in contemporary literature ,",l casper
16866,1988.0,"sigmod record ,",cj shaw
16867,,,"k alexander , r karri , i minkin , k wu , p mishra , x"
16868,1997.0,"aslib proceedings ,","sj clarke , p willett"
16869,,"phil . mag ,",ea guggenheim
16870,,,"a guez , z ahmad"
16871,1999.0,,"em schurman , wj pardi"
16872,1996.0,"information and software technology ,","k torii , k matsumoto"
16873,,proc . int . symp . circuits,"g luckjiff , i dobson"
16874,,,epa opp
16875,,"computerworld ,",j champy
16876,1973.0,"& hellip ; telemetering conference , washington , d. c , proceedings ,",rs davies
16877,,"algebra i analiz ,","a vershik , n sidorov"
16878,,,rf erbacher
16879,,"procs . icadd-4 , ed . n. bicanic , glasgow ,","yt feng , k han , drj owen"
16880,,"proceedings of the 23rd vldb conference , athens , greece ,",n huyn
16881,,"sigmod-record , acm ,","o guenther , a buchmann"
16882,1987.0,,"r michels , m weber"
16883,1997.0,"vldb ,","s chakrabarti , b dom , r agrawal , p raghavan"
16884,1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,",k sibilski
16885,1989.0,"mathematical programming ,","dc liu , j nocedal"
16886,1986.0,,r duncan
16887,1973.0,"lancet i ,","ae arguelles , o blanchard"
16888,1993.0,,jh friedman
16889,1980.0,"acm sigplan notices ,","h ganzinger , k ripken"
16890,,"sigmod record ,","t sellis , c lin , l raschid"
16891,,"electronic letters ,","kw sowerby , ag williamson"
16892,1986.0,"proceedings of the 1986 acm sigmod international conference & hellip ; ,","tj lehman , mj carey"
16893,1968.0,,dr dyck
16894,,"proceedings of acm cscw ,",p dourish
16895,1984.0,"computerworld. ,",jd spinetto
16896,,,"k alho , h peltonen , r sulonen"
16897,,,"i jacobson , g booch , j rumbaugh"
16898,1997.0,"applied mathematics and computer science ,",t kaczorek
16899,1998.0,,jg jumesâ ? ¦
16900,2004.0,"proc . acm sigmod int . conf . on management of data ,","y cai , r ng"
16901,,"proc . acm sigcomm symp ,",g singh
16902,,,"mbcyc wenfei , fr rastogi , sza zhou"
16903,1998.0,"bt technology journal ,","rg davison , j hardwicke , m cox"
16904,1990.0,"proceedings of the 23rd annual symposium on simulation ,","f kampf , p koch , k roy , m sullivan , z delalic , s"
16905,,pc,c stinson
16906,1995.0,"acm computing surveys ,",a ghafoo17
16907,,,"ym chung , wm pottenger , br schatz"
16908,,computer,cm ellison
16909,2001.0,"proceedings of the international conference on very large & hellip ; ,",p wadler
16910,1964.0,"economic geography ,",hc brookfield
16911,,m proc . 1972 acm annual,fi parke
16912,1999.0,"mobilization-san diego - ,","d wisler , m giugni"
16913,,"second world congress of nonlinear analysts , athens , greece ,","v christidou , v koulaidis , t christidis"
16914,2001.0,"lecture notes in computer science ,","p bjesse , t leonard , a mokkedem"
16915,1999.0,"new directions for teaching and learning ,",jm civikly-powell
16916,,"proc . int . ornithol . congr ,",j burger
16917,1991.0,"proceedings of the 1991 acm sigmod international conference & hellip ; ,","wc hou , g ozsoyoglu , e dogdu"
16918,,"acmtds : acm transactions on database systems ,","d agrawal , ae abbadi"
16919,1996.0,"new directions for higher education ,","a deden , vk carter"
16920,1982.0,"acm transactions on database systems ,",rl griffith
16921,2003.0,"new directions for higher education ,","gl filan , at seagren"
16922,,"conf . on very large data bases ,","b seeger , hp kriegel"
16923,1995.0,"vldb ,","a gupta , v harinarayan , d quass"
16924,,"journal of personality and social psychology ,",st fiske
16925,,"proc int soc citriculture ,","ml roose , dc jarrell , rs kupper"
16926,1987.0,"the academy of management journal ,","g walker , d weber"
16927,1994.0,"proceedings of the second acm international conference on & hellip ; ,",a hekmatpour
16928,1994.0,"the academy of management review ,",ba spencer
16929,,proceedings of the,"dd ddn , c dwork , m naor"
16930,,"unpublished manuscript ,","mj zickar , j rosse , r levinâ ? ¦"
16931,2003.0,"the vldb journal the international journal on very large & hellip ; ,","b medjahed , b benatallah , a bouguettaya , ahh ngu ,"
16932,1985.0,"biological cybernetics ,","jj hopfield , dw tank"
16933,,"acm trans on database systems , vol8 , no ,","j chfford , d warren"
16934,,"no . i ,","vm khayutin , ye malyarenko"
16935,1997.0,,"pn dravid , lj brown"
16936,,new directions for teaching and,"dc martin , dr arendale"
16937,,,"jk sankaran , vs mouly"
16938,2001.0,"computer networks ,","j habetha , m nadler"
16939,1985.0,"phil . mag. ,","ar lang , g kowalski , apw makepeace , m moore"
16940,2002.0,"new directions for higher education ,",lm peterson
16941,,,"ov pictet , mm dacorogna"
16942,2001.0,"cochrane database syst rev ,","dl phelps , jl watts"
16943,,,"m norrie , a wurgler"
16944,2003.0,"electronic markets ,",s einwiller
16945,,"proc fifteenth vldb , amsterdam ,","ra lone , hc young"
16946,,proceedings of acm,"yr yang , xs li , xb zhang"
16947,,,rm adler
16948,,a tutorial presented at acm sigmod international conference,c mohan
16949,,"development and demonstration activities at the idaho & hellip ; ,",rp anderson
16950,1988.0,"information and software technology ,",dn card
16951,,"acc . chem . res ,",jj tufariello
16952,1996.0,"new directions for teaching and learning ,","cc bonwell , te sutherland"
16953,,,"f nakamura , t kobayashi , t asatsuma , k funato , k"
16954,,"electronic design ,",d maliniak
16955,2001.0,"journal of european area studies ,",a adamus-matuszynska
16956,,,j child
16957,,proc . of the 2003acm sigmod intâ ?? l conf . on managementof,"r agrawal , a evmievski"
16958,,"computerworld ,",c haney
16959,1997.0,"proc . spie ,","m abdelghani , m basseville , a benveniste"
16960,1993.0,"neuropsychopharmacology-san diego - ,","dt wong , fp bymaster , da mayle , lr reidâ ? ¦"
16961,2005.0,"computer networks ,","j rash , k hogie , r casasanta , j rash , k hogie , r"
16962,1984.0,,t hastie
16963,1991.0,"journal of emergency nursing ,",c osuagwu
16964,2002.0,"sigmod record ,","m halkidi , y batistakis"
16965,,proceedings of the 1981 acm sigmod international conference,w litwin
16966,1990.0,,jd plummerâ ? ¦
16967,,"pc magazine , april ,","j ozer , i trends"
16968,2001.0,"cochrane database syst rev ,","dj evans , mi levene"
16969,,"procs . of acm sigmod international conf . on management of & hellip ; ,","j gary , p helland , po ` neil , d shasha"
16970,,"submitted for publication ,","e nuutila , s tã ¶ rmã $ , l malmi"
16971,,proceedings of the acm sigmod conference on management of,pck hung
16972,1998.0,,"cs jensen , ce dyreson , m boehlen , j clifford"
16973,,,"ww nazaroff , av nero"
16974,1986.0,"vldb ,","mj carey , dj dewitt , ej shekita"
16975,,"phil . mag ,","sg fleet , ph ribbe"
16976,2000.0,"proceedings of naacl ,",e charniak
16977,1980.0,"ieee , proceedings ,","hp schwan , kr foster"
16978,,"proceedings of the 1995 acm sigmod conference on management & hellip ; ,","ah mauricio , js stolfo"
16979,,"procs . dedicated conf . on supercars ( advanced ultralight & hellip ; ,","dd hopkins , m rubin , dd arasteh"
16980,2001.0,"computer networks ,","i attali , d caromel , c courbis , l henrio , h"
16981,,"proceedings of the acm sigmod international conference on & hellip ; ,","w litwin , t schwarz"
16982,1965.0,"wisconsin studies in contemporary literature ,",p hobsbaum
16983,,"new york ,",k kuratowski
16984,2004.0,"cochrane database syst rev ,","m meremikwu , hj smith"
16985,,"unpublished manuscript ,","ba nosek , ag greenwald , mr banaji"
16986,,"technical university , nizhnii novgorod ,",ov vasil ` eva
16987,,,t christoforou
16988,2000.0,"journal of emergency nursing ,",be marett
16989,,"proc . vldb , brighton ,","f bancilhon , t briggs , s khoshafian , p valdurier"
16990,,"proc . ire ,","ch papas , rwp king"
16991,1999.0,,wm epstein
16992,,"proc . 21st annual hawaii intâ ?? l conf on systems sciences , & hellip ; ,","ns barghouti , ge kaiser"
16993,,"submitted for publication ,",p baumann
16994,,,m platt
16995,,"at . energ ,","na kolokol ` tsov , ni laguntsov"
16996,2001.0,"proceedings of the international conference on very large & hellip ; ,","t lahiri , v srihari , w chan , n macnaughton , s"
16997,,"seattle , washington , april ,",w louis
16998,,"proc . of the 28th annual acm symposium on theory of & hellip ; ,",j h & tad
16999,,"microsoft research technical report msr-tr-99-12 , febr .","p bahl , v padmanabhan"
17000,,"computerworld ,",gh anthes
17001,1997.0,"information and software technology ,","l lian , s kusumoto , t kikuno , k matsumoto , k torii"
17002,,submitted for,"o chkadua , se mikhailov , d natroshvili"
17003,,"phil . mag ,","cg darwin , rh fowler"
17004,,"see ref ,","a horita , rm quock"
17005,1996.0,"sigmod conference ,","p buneman , s davidson , g hillebrand , d suciu"
17006,,"proc . int . soc . citriculture ,","s becerra , vm medina , jg garza , m orozco"
17007,2001.0,,c petrinos
17008,,,"mo guld , m kohnen , d keysers , h schubert , b wein ,"
17009,2004.0,"proceedings of spie ,","x ren , s liu , x zhang"
17010,1978.0,"lecture notes in computer science ,","d bjã ¸ rner , cb jones"
17011,,,"s choi , k yang"
17012,2000.0,"bt technology journal ,",ide videlo
17013,,"md ,",pa milne
17014,,,portal.acm.org
17015,,"patent at ,",as no
17016,1999.0,,h hoppe
17017,,acm conference on management of,"c baru , a gupta , b ludã $ scher , r marciano , y"
17018,1964.0,"fed proc ,","l cook , ac catania"
17019,1996.0,"proceedings of the 23rd acm sigplan-sigact symposium on & hellip ; ,","l fegaras , t sheard"
17020,,"first demonstration of multiple sex chromosomes in & hellip ; ,","m schmid , c steinlein , w feichtinger"
17021,,"seattle , washington ,",sp manual
17022,,"proc . int . meet . humic substances ,","et gijessing , t gjerdhal"
17023,1989.0,"journal of personality and social psychology ,","se hobfoll , j lomranz , n eyal , a bridges , m"
17024,2000.0,"computer networks ,","n griffeth , r blumenthal , jc gregoire , t ohta"
17025,,"ptoc . acm sigmod ,","v srinivasan , mj carey"
17026,1999.0,"management science ,","y bakos , e brynjolfsson"
17027,,"san diego , calif ,",a torchinski
17028,,"phil . mag ,",l rayleigh
17029,1989.0,"sigmod record ,","jb bocca , jc freytag"
17030,1998.0,"bt technology journal ,","rp merrett , pve beastall , sj buttery"
17031,1994.0,"sigmod conference ,",kg kulkarni
17032,,,s processes
17033,1987.0,"proceedings of the 1987 acm sigmod international conference & hellip ; ,","j gray , f putzolu"
17034,,"computerworld ,",c babcock
17035,1991.0,"journal of personality and social psychology ,","dm wegner , r erber , p raymond"
17036,1988.0,,vs varadarajan
17037,,,crpc faloutsos
17038,1995.0,"proceedings of the 1995 acm sigmod international conference & hellip ; ,","c collet , t coupaye"
17039,1997.0,"sigmod record ,","wf riekert , r mayer-foell , g wiest"
17040,2003.0,"sigmod conference ,","s ganguly , mn garofalakis , r rastogi"
17041,1994.0,"sigmod record ,",cs jensenâ ? ¦
17042,1979.0,,c no
17043,,"proceedings of the 1997 acm sigmod conference ,","l gravano , kcc chang , h garcia-molina , a paepcke"
17044,,"proc . int . test conf ,","f corno , p prinetto , m rebaudengo , m sonzareorda"
17045,1996.0,,"p kleihues , pc burger , bw scheithauerâ ? ¦"
17046,,"acc . chem . res ,",f experiments
17047,,"proc . acm 22nd nat . conf ,","ds wile , rg munck , dam van"
17048,1987.0,"proc of the 28th syrup on rock mechanics ,","ly chan , re goodman"
17049,,studia logica,j slupecki
17050,,"phil . mag ,",gb jeffery
17051,,"phil . mag ,",wjm rankine
17052,,"proc . 29th annual meeting ,","mq wang , j hirschberg"
17053,,,"a cabrales , g ponti"
17054,,,"jp smith , ra burdisso , v blacksburg"
