pub_id,researchers,conf_journal,doc_year
53256,"rc shillcock , p monaghan",,
53257,ly yuan,"conf . on vldb vancouver ( canada ) , august ,",
53258,ar gallagher,"social studies and the young learner ,",1989.0
53259,"s bonner-weir , la baxter , gt schuppin , fe smith",diabetes-new,
53260,d dewitt,"& hellip ; conference on parallel and distributed information systems ,",
53261,"k chakrabarti , s mehrotra","sigmod conference ,",1999.0
53262,gjs ross,,1990.0
53263,ja van mieghem,"management science ,",1998.0
53264,dt ouzts,"social studies and the young learner ,",1998.0
53265,s raghavan,tenth international world wide web,
53266,"p day , g scregg , rjp williams",,1964.0
53267,"n nethercote , a mycroft",,
53268,"ae potter , t morgan , b ulrich , t barnes","study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,",1976.0
53269,"j thoms , p donahue , n jan","journal de physique i ,",1995.0
53270,"g graefe , r cole","proc . of acm sigmod conf . on management of data , minneapolis & hellip ; ,",1994.0
53271,dt thomas,"new directions for higher education ,",1992.0
53272,bd mã?ller,,
53273,"f rousseau , a duda","www7 / computer networks ,",1998.0
53274,"mr mark , rl shotland","new directions for program evaluation ,",1987.0
53275,w kim,"sigmod conference ,",1994.0
53276,"kj cios , l kurgan",,
53277,s morgan,"journal of emergency nursing ,",
53278,"a motro , t andreasen","sigmod record ,",2003.0
53279,hm nussenzveig,chap .,
53280,"g zimbrã # o , jm de souza , rs monteiro , lg azevedo ,",,
53281,"d di scienze dellâ ?? informazione , di e",,
53282,s collett,"computerworld ,",
53283,d telegraph,"electronic telegraph ,",
53284,"k widmer , r wright","wisconsin studies in contemporary literature ,",1960.0
53285,"cr hubbard , y zhang , rl mckenzie","md ,",
53286,kw kun,"proc of the 1989 vldb co @ , amsterdam , the netherlands , aug ,",
53287,"ar colburn , mf cohen , sm drucker , s leetiernan , a",,
53288,"an doob , ge macdonald","journal of personality and social psychology ,",
53289,s evans,"bt technology journal ,",2003.0
53290,"b becker , h kriegel , r schneider , b seeger","9th acm sigmod international conference on management of & hellip ; ,",
53291,"jna gibson , ic grant , g waddell","cochrane database syst rev ,",2000.0
53292,"k sakurai , m miyata , t takahashi","sen-i gakkaishi ,",
53293,"c salerno , wg siems , c crifo","cellular and molecular biology letters ,",1999.0
53294,"g franco , rs wilkinson","& hellip ; climate change research , development , and demonstration",
53295,"r cates , r richey","electronic design ,",1996.0
53296,"mr roman , da caron , p kremer , ej lessard , lp madin","deep-sea res . i ,",1995.0
53297,"a hsu , t imielinski","proceedings of the 1985 acm sigmod international conference & hellip ; ,",1985.0
53298,j urbas,unpublished,
53299,"d ancona , v mascardi","lecture notes in computer science ,",2004.0
53300,"tj brown , pw mielke","data mining and knowledge discovery ,",2000.0
53301,ha padinha,"national aerospace meeting , washington , d. c , proceedings ,",1973.0
53302,"j han , j pei , y yin","conference on management of data ,",
53303,p neergard,"proc . int . seed test . ass ,",
53304,"pj wiffen , je edwards , j barden , h mcquay","cochrane database syst rev ,",2003.0
53305,ch lindsey,"acm sigplan notices ,",1977.0
53306,"t yamagishi , ht debas","motilin . san diego ,",1990.0
53307,"j cho , y paek , d whalley",,
53308,"rb potter , r sinha","geography ,",
53309,"m waldvogel , g varghese , j turner , b plattner","proceedings of acm sigcommâ ?? 97 ,",
53310,ck knapper,"new directions for teaching and learning ,",1988.0
53311,j smith,"santa barbara , california , july ,",
53312,"zs takibaev , av yushkov , sa spitsynaâ ? ¦",at .,
53313,"w zeng , s lei",proc . acm,
53314,"m keidl , s seltzsam , k stocker , a kemper","vldb ,",2002.0
53315,"ct clover , mr mercer","proceedings 25th acm/ieee design automation conference ,",1988.0
53316,km curewitz,,
53317,k nielsen,,
53318,"p shapiro , rt deacon",,
53319,"m jarke , jw schmidt","proceedings of the 1982 acm sigmod international conference & hellip ; ,",1982.0
53320,"v hã $ rri , g marinkovic","pilot-und demonstration im bereich verkehr , bundesamt fã 1/4 r & hellip ; ,",
53321,dj rog,"new directions for program evaluation ,",
53322,c lamont,"new york ,",
53323,"s rosenberg , c nelson , ps vivekananthan","journal of personality and social psychology ,",1968.0
53324,"z zhang , mh berg , aej ikonen , rl vanninen , hi","european radiology ,",2004.0
53325,"wm newman , ma eldridge , mp lamming",,
53326,js anderson,,
53327,ay halevy,"sigmod record ,",2000.0
53328,ac stockman,"unpublished manuscript ,",
53329,q li,"information and software technology ,",1991.0
53330,"k iobst , m gokhale , b holmes","ieee computer ,",
53331,b buzan,"international studies-bombay then new delhi - ,",2002.0
53332,z zheng,"cundall , pa , proc . 29th us symposium on key questions in & hellip ; ,",
53333,s machlis,"computerworld ,",
53334,"s tichelaar , s ducasse , s demeyer , o nierstrasz","proceedings ispse ,",2000.0
53335,a cryst,acc . chem .,
53336,"c pandit , sp meyn","submitted for publication ,",2004.0
53337,"j potvin , r norman , r wells",proceedings of the 23rd annual congress of the human factors,
53338,"y fujita , h ohta , s hidaka , k nishikawa","proc int heat transfer conf ,",1986.0
53339,gm sacco,"vldb ,",1987.0
53340,"ac doux , jp laurent , jp nadal","courses and lectures-international centre for mechanical & hellip ; ,",1997.0
53341,d rivers,"unpublished manuscript ,",2003.0
53342,g anthes,"computerworld ,",
53343,h mannila,"proc . 13th int . conf . on very large databases ,",
53344,t whelan,"breast section , montreal , canada , june ,",
53345,"r mclaughlin , a safieddine , gk vasudevan",financial,
53346,aj atherton,"the histochemical journal ,",1992.0
53347,"e gunter , l libkin","lecture notes in computer science ,",1994.0
53348,"c pu , g kaiser","proceedings of the 14th vldb conference ,",
53349,d sharma,"proceedings of the 24th annual international conference . & hellip ; ,",
53350,rl london,"proceedings of acm conference on proving assertions about & hellip ; ,",1972.0
53351,d nesbitt,"social studies and the young learner ,",1998.0
53352,t philip,"proceedings of the 23rd acm southeast conference ,",
53353,"jy le boudec , m vojnovãc",,
53354,sk card,,
53355,y jiang,"computer networks ,",2002.0
53356,"d downs , gj popek","very large data bases , 1979 . fifth international conference & hellip ; ,",1979.0
53357,"s brin , r motwani , l page , t winograd","acm sigmod conference ,",
53358,ra orem,"new directions for adult and continuing education ,",2001.0
53359,"rt ng , j yang","proc . int &#39; l conf . very large databases ,",
53360,fta consumer,"electronic markets ,",1999.0
53361,"e fennema , pl peterson","talks to teachers ,",
53362,"dj abadi , w lindner , s madden , j schuler","proceedings of the international conference on very large & hellip ; ,",2004.0
53363,"j baulier , p bohannon , s gogate , c gupta , s haldar","proc . of the acm sigmod intâ ?? l. conf . on the management of & hellip ; ,",1999.0
53364,"jf berglund , hd junghenn , p milnes",,1978.0
53365,"hh arsenault , t szoplik , b macukow","san diego , calif ,",
53366,"w yeung , t lam",part,
53367,ac kay,"history of programming languages ii ,",
53368,"a tsalgatidou , e pitoura","computer networks ,",2001.0
53369,sz li,,1995.0
53370,"rg bury , d tudehope","cochrane database syst rev ,",2001.0
53371,"e riedel , c van ingen , j gray","microsoft research technical report msr-tr-97-34 ,",
53372,m mcclelland,,
53373,"dvd version , acmsa dvd","acm trans . database syst. ,",1993.0
53374,cb schultz,"& hellip ; of zoology , university of washington , seattle , washington , & hellip ; ,",
53375,mb david,,
53376,"c norton , g hosker , m brazzelli","cochrane database syst rev ,",2000.0
53377,"cl cordes , tw dougherty","the academy of management review ,",1993.0
53378,"a brodsky , ve segal , j chen , pa exarkhopoulo",proc . acm sigmod conf . on management of,
53379,"hntk iy , m sunnga","proc 28th japan conf smfe ,",
53380,"d garlan , a kompanek , r melton , r monroe","submitted for publication , february ,",
53381,g steiner,"see above ,",
53382,tg kirk,"new directions for teaching and learning ,",1984.0
53383,"d lehmann , loâ ?? callaghan",proc . acm-ec,
53384,"ma khan , t soukup","the histochemical journal ,",1988.0
53385,"jw yoder , f balaguer , r johnson",,
53386,"s takahashi , r inatome , h yamamura , s yanagi","genes to cells ,",2003.0
53387,"s mclafferty , v preston","urban geography ,",1997.0
53388,ad birch,"new directions for higher education ,",1985.0
53389,wa watts,"journal of personality and social psychology ,",1967.0
53390,h theis,,
53391,k larson,"& hellip ; institute of technology , â ?? changing places technical report & hellip ; ,",
53392,s hightshoe,"social studies and the young learner ,",1997.0
53393,wf zachmann,"computerworld. ,",1983.0
53394,"fc frank , ke puttick , em wilks","phil . mag ,",
53395,ye ioannidis,"vldb ,",2003.0
53396,mj lighthill,"phil . mag ,",
53397,"aw diã ¨ ne , y ndiaye , f bennour","res . rep. ceria , u. paris ,",2000.0
53398,"s fines , oj stove , f guldberg","proceedings of the 23rd offshore technology conference , & hellip ; ,",
53399,d daniels,proceedings of the 1994 acm sigmod international conference,
53400,"dj thouless , pw anderson","phil . mag ,",
53401,"j moses , m farrow , p smith","information and software technology ,",1999.0
53402,cnc otto,,2001.0
53403,r kraemer,"computer networks ,",2003.0
53404,jm osepchuk,"proc . 29th impi microwave power symp ,",
53405,r snodgrass,"sigmod record ,",2005.0
53406,jh van der merwe,"phil . mag ,",
53407,m ansley,"cma management ,",2000.0
53408,"p rontogiannis , g pavlides , a levy","information and software technology ,",1991.0
53409,l ponemon,"computerworld ,",
53410,"r chandra , a gupta , j hennessy","ieee computer ,",
53411,"a crespo , h garcia-molina","technical report , stanford university . at http://www-db .",
53412,w glã ¶ ckle,,1983.0
53413,"br bergelâ ?? son , gv tikhomirov , ov shvedov",at .,
53414,je shopiro,"acm transactions on database systems ,",1979.0
53415,"syw su , gj lipovski","proc . international conference on very large data bases , & hellip ; ,",
53416,"m rennhard , b plattner","lecture notes in computer science ,",2004.0
53417,ko abbadi,,1999.0
53418,j stã ¶ ckigt,,1995.0
53419,"j rao , ka ross","proceedings of the international conference on very large & hellip ; ,",1999.0
53420,"s schnittger , c schoch , m dugas , w kern , p staib ,","blood-new york - ,",2002.0
53421,"rs boyer , js moore","boeing airplane co. , seattle ,",
53422,yd wu,"electronic library ,",2001.0
53423,sg macdonell,"information and software technology ,",1993.0
53424,"nj davies , d fensel , m richardson","bt technology journal ,",2004.0
53425,b gilbert,"electronic engineering ,",1993.0
53426,n negroponte,"bt technology journal ,",2004.0
53427,"x dong , a halevy , e nemes , s sigurdsson , p",,
53428,"mg seo , wed creed","academy of management review ,",2002.0
53429,d orenstein,"computerworld ,",
53430,bk berlin,"journal of emergency nursing ,",1998.0
53431,"r ennals , slp jones",,
53432,"j hoer , d severance","1st international conference on vldb , framingham , ma ,",
53433,"r heubsch , j hellerstein , n lanhan , bt loo , s",proceedings of the 29th international conference on very,
53434,"d connelly , m foisy",,
53435,"r pinkham , m novak , k guttag","electronic design ,",
53436,"v vlachos , s androutsellis-theotokis , d spinellis","computer networks ,",2004.0
53437,lc chesley,,
53438,"r hansson , b gustafsson , o jonsson , s lundstan , s","transplant . proc ,",
53439,"a nahavandi , ar malekzadeh","the academy of management review ,",1988.0
53440,m duflo,"unpublished manuscript ,",
53441,"cb carpenter , jc doig","new directions for teaching and learning ,",1988.0
53442,c hidber,,
53443,ja mcmurtry,"proc . int . soc . citriculture ,",
53444,d porter,"phil . mag. ,",1974.0
53445,"jt llobrera , dr meyer , g nammacher","economic geography ,",
53446,"jhyfw wang , jcwgk koperski , d li , ylarn stefanovic",,
53447,"h jiang , ra robb",proc .,
53448,"d vanpee , p laloux , jb gillet , w esselinckx","journal of emergency medicine ,",2000.0
53449,"g lessard , m levison , m olsen",,
53450,"s daigo , s ozawa","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
53451,c barr,"pc magazine ,",1993.0
53452,b czarnochaâ ? ¦,"proceedings of the 25 thconference of the international & hellip ; ,",
53453,"jm oâ ?? neil , ls wrightsman","unpublished manuscript ,",
53454,jf kauffman,"new directions for higher education ,",1990.0
53455,"kb schiefer , j kleewein , k brannon , gm lohman , g","vldb ,",1998.0
53456,b steensgaard,"technical report , microsoft research , 1995 . in preparation . a",
53457,sy wang,"computer networks ,",2003.0
53458,"h mayer , d perkins","acm sigplan notices ,",1984.0
53459,a burns,,
53460,l paul,"computerworld. ,",1982.0
53461,"s ransdell , cm hawkins , r adams","international journal of educational research ,",2001.0
53462,"ja blakeley , wj mckenna","proc . acm sigmod conf. ,",
53463,", b blum , d evans , j george , s george , l gu , t he ,",,
53464,y breitbart,"the vldb journal the international journal on very large & hellip ; ,",1992.0
53465,"pa larson , j goldstein , j zhou",proceedings of the 2003 acm sigmod international conference,
53466,"da schneider , dj dewitt","vldb ,",1990.0
53467,"cv ramamoorthy , gs krishnarao",proceedings third international conference on very large,
53468,vs subrahmanian,,
53469,j shanmugasundaraâ ? ¦,"proc . of the 25th vldb . edinburgh , scotland ,",
53470,j pflã 1/4 ger,"san diego ,",
53471,s berchtold,"proceedings of the 1998 acm sigmod international conference & hellip ; ,",
53472,"pj yeh , bh chen , mc lai , sm yuan","www5 / computer networks ,",1996.0
53473,l rizzo,,
53474,g xuedong,& hellip ; of the third international conference on management of,
53475,ga thompson,"proc . 21st int . geol . congr. , copenhagen ,",
53476,"wb swann jr , rj ely","journal of personality and social psychology ,",1984.0
53477,g morgan,"electronic library ,",2003.0
53478,"ee judge , i sons","md ,",
53479,ej oã cents,"proceedings of the 1993 sigmod international conference on & hellip ; ,",
53480,"w mahnke , c mathis , hp steiert , ag daimlerchrysler",,
53481,"s abiteboul , v vianu","proc . 10th znt . co @ very large data bases , singapore ,",
53482,"y tao , d papadias , x lian","proceedings of the international conference on very large & hellip ; ,",2004.0
53483,blackwellpublishing.com,,
53484,p watt,"computerworld. ,",1985.0
53485,"h yoshida , yh inoue , f hirose , k sakaguchi , a","genes to cells ,",2001.0
