ident,prod_title,item_cat,model_no,maker,final_price
5280,uniden bc-95xlt nascar bearcat 200-channel portable scanner,radio scanners,bc-95xlt,uniden,85.0
5281,uniden bc346xt handheld trunktracker iii analog police scanner,radio scanners,bc346xt,uniden,203.76
5282,ultrasone hfi-780 s-logic surround sound professional headphones,headphones,hfi-780,ultrasone,
5283,uni-ball 60027 - deluxe roller ball stick water-proof pen blue ink micro,computers accessories,,uniball,39.3
5284,ultimate ears triplefi 10vi noise isolating earphones w microphone,headphones,if-p7vsa0001-02,ultimate ears,319.64
5285,ultimate ears 200vi noise-isolating headset blue,accessories supplies,985-000283,ultimate ears,37.67
5286,ub1250 universal sealed lead acid battery 12 volts 5 ah,batteries,,universal,16.99
5287,axis gm-344 optical web mouse with usb connector,computers accessories,,axis,13.96
5288,wireless headphones,headphones,,tvtimedirect,23.1
5289,turtle beach audio advantage micro ii usb analog digital audio adapter,usb network adapters,audioadvantagemicroii,turtle beach,24.84
5290,trisquare tsx-cp car charger plug adapter for trisquare exrs two-way radio dual charger,gmrs-frs two-way radios,tsx-cp,trisquare,8.88
5291,trisquare exrs tsx300-2vp 900mhz fhss digital two-way radio charcoal metallic black pair,two-way radios accessories,tsx300-2vp,trisquare,66.99
5292,tripp lite pv150 pv 150w 12v dc to ac portable inverter with dc auto power outlet,power inverters,pv150,tripp lite,28.99
5293,avery-style legal side tab dividers 25-tab blank,printer accessories,,avery,
5294,tripp lite p502-050 svga monitor cable w rgb coax hd15m m - 50ft,cables interconnects,p502-050,tripp lite,18.97
5295,tripp lite f015-006 ieee 1394b firewire 800 gold hi-speed cable 9pin 9pin - 6ft,firewire cables,f015-006,tripp lite,7.4
5296,tripp lite svga vga compact rgb coax monitor cable hd15 m m - 6 feet p502-006-sm,cables interconnects,p502-006-sm,tripp lite,7.88
5297,tripp lite b015-000 usb to ps 2 adapter,connectors adapters,b015-000,tripp lite,11.77
5298,triple monitor flex stand for monitors up to 18 wide 22lb,car audio video,ds-319sta,doublesight,180.31
5299,avery av1789 file folder labels,file folder labels,av1789,avery,13.22
5300,trendnet wireless n gaming adapter tew-647ga black,network adapters,tew-647ga,trendnet,44.99
5301,trendnet wireless 1-port parallel print server tew-p1pg blue,print servers,tew-p1pg,trendnet,69.99
5302,trendnet securview wireless day night internet surveillance camera tv-ip121w white,webcams,tv-ip121w,trendnet,96.99
5303,trendnet proview poe internet surveillance camera with 16x digital zoom tv-ip512p white,webcams,tv-ip512p,trendnet,158.54
5304,trendnet 500 mbps powerline av ethernet adapter kit tpl-401e2k white,powerline network adapters,tpl-401e2k,trendware,94.74
5305,trendnet 200 mbps powerline av adapter with bonus outlet tpl-304e white,usb network adapters,tpl-304e,trendware,59.99
5306,monitor plush earpads headphone,headphones,ath-t300,audio-technica,26.95
5307,trendnet gigabit pci adapter card teg-pcitxr,network adapters,teg-pcitxr,trendnet,12.99
5308,trendnet 8-port gigabit web smart poe switch 8x 10 100 1000 mbps tpe-80ws black,switches,tpe-80ws,trendnet,240.99
5309,trendnet 54mbps wireless g pc card tew-421pc,modems,tew421pc,trendnet,18.99
5310,trendnet rack mount 16-port usb kvm switch tk-1603r console side supports usb or ps2,kvm switches,tk-1603r,trendnet,178.99
5311,auburn tigers iphone 4 case silicone cover,computers accessories,,tribeca,17.99
5312,gogroove flexsmart x2 advanced wireless in-car bluetooth fm transmitter with charging music control and hands-free calling capability for android iphone blackberry and windows smartphones,bluetooth car kits,gg-flexsmart-x2,accessory power,44.95
5313,atrend-xline tl-15dvk atrend series dual slammer vented divided l5 l7 enclosure with bed liner fi,office electronics,,atrend,
5314,thermal transfer ribbon fax film cartridge for panasonic kx-fa132 cpfa132c,computer accessories,,eforcity,21.84
5315,transcend 32 gb compact flash card 400x blue,blank media,ts32gcf400,transcend,72.99
5316,transcend 8 gb class 6 sdhc flash memory card ts8gsdhc6e,blank media,ts8gsdhc6e,transcend,11.9
5317,transcend 32 gb class 10 sdhc flash memory card ts32gsdhc10,blank media,ts32gsdhc10,transcend,46.49
5318,transcend 32gb ssd 2.5 - inch ide mlc,blank media,ts32gssd25-m,transcend,119.04
5319,traditional pc notebook case - fits up to 15.4 screens,bags cases,tbc001us,targus,29.61
5320,trademark home 72-3710 simulation security camera with talking warnings,simulated cameras,72-3710,trademark,14.25
5321,trademark 72-1481 steering wheel auto alarm with remote control,accessories,72-1481,hawk,26.97
5322,tp-link tl-wr841nd 300mbps wireless n router,networking products,tl-wr841nd,tp-link,34.51
5323,tp-link tl-wr743nd 150 mbps wireless ap client router with 1x 5dbi antenna,routers,tl-wr743nd,tp-link,39.99
5324,arkon sun visor mount for blackberry storm black,mounts,bbstorm111,arkon,19.95
5325,toshiba usb 2.0 flash drive,usb flash drives,,toshiba,39.58
5326,toshiba touchscreen pen for tablet pa3947u-1eab,keyboards mice input devices,pa3947u-1eab,toshiba,14.24
5327,toshiba satellite m645-s4055 led trubrite 14-inch laptop black,laptops,psmpmu-00g001,toshiba,
5328,toshiba 320 gb usb 2.0 portable external hard drive hddr320e04xw vivid white,external hard drives,hddr320e04xw,toshiba,
5329,toshiba dkr40 dvd recorder with 1080p upconversion,dvd recorders,,toshiba,
5330,toshiba camileo s20 full hd pocket camcorder silver black,camcorders,pa3792u-1cam,toshiba,99.99
5331,toshiba 6-cell replacement li-ion battery pack for 10 thrive tablet pa3884u-1brr,batteries,pa3884u-1brr,toshiba,69.99
5332,fax toner xerox work centre pro 665 685 785 106 r404 compatible cho779026522,computer accessories,,innovera,40.1
5333,tp-link tl-wr543g 54mbps wireless 4-port switch ap client router wireless lan router adopts 2x to 3x extended rangetm technology supports time-based access control .,routers,tl-wr543g,tp-link,26.9
5334,thinskin personalization films for iphone 4 orange,covers skins,tsra-11,truepower,19.95
5335,thinskin personalization films iphone 4 metallic white,covers skins,tsra-8,truepower,19.95
5336,thinskin personalization films iphone 4 carbon fiber s,covers skins,tsra-3,truepower,19.95
5337,thinskin personalization films for iphone 4 ice blue,covers skins,tsra-6,truepower,24.98
5338,thermaltake tt esports meka g1 mechanical professional gaming keyboard 1000hz polling n-key rollover kb-meg005us black,accessories supplies,kb-meg005us,thermaltake,109.99
5339,apc p8vt3 8 outlet 2525j surge protector,surge protectors,p8vt3,apc,22.17
5340,thermaltake lha0011-a luxa2 on ear headphone black,headphones,lha0011-a,thermaltake,27.2
5341,thermaltake lha0010-a luxa2 f2 headphone black,headphones,lha0010-a,thermaltake,27.2
5342,thermaltake v9 blacx edition gaming chassis mid tower steel computer case vm400m1w2z black,computer cases,vm400m1w2z,thermaltake,99.99
5343,thermaltake emp0001cls tt esports conkor professional gaming mouse pad with high-friction precision-control,mouse pads,emp0001cls,thermaltake,19.99
5344,antec tricool case fan tricool 120mm,,tricool 120mm,antec,11.19
5345,thermaltake tr2 500w continuous-delivery power supply atx12v w0379ru,computers accessories,w0379ru,thermaltake,58.88
5346,thermaltake blacx esata usb docking station,computers accessories,st0005u,thermaltake,33.63
5347,thecus n4200eco 4-bay network attached storage,networking products,n4200eco,thecus,634.22
5348,thecus 4-bay dual-dom network attached storage n4200,network attached storage,n4200,thecus,674.99
5349,da-tex rear tensioned advantage electrol - wide format size wide 94 diagonal,projection screens,,da-lite,
5350,ti smartview 30xs-34 multiview,basic,mvemu/pwb/2l1 / a,texas instruments,86.03
5351,ti-34 multi view calculator,scientific,34mv/tbl/1l1 / a,texas instruments,23.42
5352,terk indoor am antenna advantage,radio antennas,am-1000 ( advantage ),terk,33.25
5353,antec cp-850 850 watt cpx power supply unit for antec twelve hundred p183 and p193,power supplies,cp-850,antec,119.17
5354,ten one design pogo sketch stylus for ipad iphone and ipod touch hot pink,touch screen tablet accessories,t1-ap25-104,ten one design,7.53
5355,tenba 638-613 mixx small camera shoulder bag black blue,cases bags,638-613,tenba,44.95
5356,teknmotion tm-rcd48ws1 48-disc wallet round black white star,headphones,,teknmotion,25.9
5357,dj tech 80w abs battery 2 mic portable pa system ipod usb player - dj tech visa80,speakers,,dj-tech,495.0
5358,tdk cd-rw music 1x-4x 80 min 10 pack in slim jewel cases,disc jewel cases,cdrw80twnm,tdk,12.69
5359,tdk cd-r80cb50 cd-r data 80 minute 700 mb 52x 50-pack spindle,cd-r discs,cd-r80cb50,tdk,7.99
5360,targus 2.4 ghz wireless multimedia laser presentation remote with keylock range up to 50 feet amp09us black with gray,presentation remotes,amp09us,targus,44.45
5361,targus ultra mini wireless mouse for mac amw03us,mice,amw03us,targus,10.0
5362,targus truss case stand for blackberry playbook 4g wifi thz05102us black black,cases sleeves,thz05102us,targus,30.57
5363,targus protective tpu skin for apple ipad 2 - 16gb 32gb 64gb wifi and wifi 3g thz046us frost,touch screen tablet accessories,thz046us,targus,19.99
5364,targus platinum blacktop 17 standard laptop case - notebook carrying case - 17 - gray black,bags cases,cpt301us,targus,35.17
5365,targus notebook cooling chill mat awe11us,cooling pads,awe11us,targus,23.2
5366,targus stylus for apple ipad 16gb 32gb 64gb wifi 3g ipad 2 iphone ipod motorola xoom samsung galaxy blackberry playbook amm0101us red,styli,amm0101us,targus,6.99
5367,targus truss leather carrying case with stand for samsung galaxy tablet thz04001us brown orange interior,cases sleeves,thz04001us,targus,39.49
5368,targus citygear netbook case for up to 10.2 inch netbooks - black and grey tsm097us,bags cases,tsm097us,targus,15.95
5369,targus bluetooth wireless keyboard for tablets - ipad 2 motorola xoom samsung galaxy akb33us black,touch screen tablet accessories,akb33us,targus,51.48
5370,targus bluetooth wireless keyboard for apple ipad 16gb 32gb 64gb wifi and wifi 3g ipad 2 with smart keys akb32us black,touch screen tablet accessories,akb32us,targus,51.45
5371,targus apa01us universal notebook ac power adapter,chargers adapters,apa01us,targus,44.0
5372,agama m-300 usb black blister retractable mini mouse for notebook great portability,mice,31010615100 mouse,agama,7.68
5373,new targus amu76us cord-storing optical mouse computer-other,microphones accessories,,targus,41.71
5374,tandberg lto ultrium 100 200gb tape cartridge,data cartridges,432630,tandberg,34.91
5375,table set round tablecovers,audio video accessories,,tablemate,19.65
5376,t048420 epson remanufactured yellow t0484 ink cartridge by ld products,inkjet printer ink,,4inkjets,4.99
5377,t048320 epson remanufactured magenta t0483 ink cartridge by ld products,inkjet printer ink,,4inkjets,4.99
5378,adobe premiere elements 7 old version,photo video design,65026874,adobe,105.22
5379,sylvania smpk4083 4 gb video mp3 player with full color screen graphite,mp3 players,smpk4083,curtis,19.99
5380,acp-ep memory sc-skatech 4g 4gb santa cruz checker skatedrive usb flash drive,usb flash drives,sc-skatech/4g,acp,13.41
5381,sylvania 8 gb video mp3 player with fm tuner built in camera camcorder and 2-inch screen graphite,mp3 players,smpk8099,curtis,41.99
5382,sylvania 8 gb video mp3 player with 2.8-inch color touch screen expandable memory slot built-in speakerphone,mp3 players,smpk8858,curtis,38.99
5383,sylvania 2 gb clip mp3 player black,mp3 players,smp2200-black,curo7,12.99
5384,syba mini displayport to vga adapter,connectors adapters,sy-ada33007,syba,24.2
5385,syba cl-spk20069 self powered portable white mini speakers recharge by usb cl-spk20069,computer speakers,cl-spk20069,syba,18.88
5386,swra-36 rear antenna module for pro-3600,radar detectors,swra-36,whistler radar,
5387,switchview dvi 2-port usb kvm switch usb 2.0 hub with audio,kvm switches,2svdvi10-001,avocent,158.86
5388,switcheasy thumbtacks microphone for ipod nano 4g touch 2g black,mp3 player accessories,sw-tt-b,switcheasy,8.72
5389,acad dragon naturallyspeaking professional 11.0 us,audio video accessories,a209a-f00-11 .0,nuance communications inc.,480.74
5390,swingline 87810 - optima grip full strip stapler 25-sheet capacity graphite,desktop staplers,,swingline,38.59
5391,ppf 750 770 775 870 mc 885mc mfc 970mc pc301 refill kit 2 pkg 250 yield per roll brother pc302rf,printer ink toner,pc302rf,brother,
5392,super-capacity li-ion battery for apple a1175 macbook pro 15-inch series laptop notebook main battery,batteries,gsa1175,ng,23.93
5393,sunpak 620-ebox camera light,photo studio,620-ebox,sunpak,44.98
5394,sunpak 3 pack 28 30 30.5 mm ultraviolet uv lens filters df-8003-uvkitbb,filters,df-8003-uvkitbb,platinum plus ( sunpak ),9.99
5395,sumdex poc-479bk professional camera camcorder case,cases bags,poc-479bk,sumdex,38.73
5396,sumdex non-136gs slim computer brief case 13 inch macbook or 14.1 inch pc greystone,bags cases,non-136gs,sumdex,35.99
5397,sumas 4-channel standalone network dvr surveillance kit w smartphone remote access 320gb hdd 4 infrared cameras,connectors adapters,,sumas,271.3
5398,subjekt mk-ag8100r blockparty dj headphones matte finish black red,headphones,mk-ag8100r,subjekt,24.95
5399,hip street anti-fingerprint screen protector for ipad 2 hs-ipadscrp-af,screen protectors,hs-ipadscrp-af,hipstreet,17.08
5400,stm bags llc small alley case for 13 inch screens carbon,bags cases,dp-0515-1,stm,34.04
5401,stm bags dp-0960-1 medium convoy backpack fits up to 15 inch screens olive,bags cases,dp-0960-1,stm,78.19
5402,3port firewire 800 pcie 2x9pin 1x6pin,,nn-e38012-s3,siig,50.0
5403,3m wr309le - gel antimicrobial compact mouse wrist rest black,wrist rests,,3m,
5404,steelseries shift mmo gaming keyset 68095,controllers,68095,steelseries,24.99
5405,steelseries qck mini gaming mouse pad black,mouse pads,63005,steelseries,13.43
5406,steelseries limited edition keyset for the shift gaming keyboard-medal of honor edition,controllers,68115,steelseries,24.88
5407,steelseries 9hd large professional gaming mouse pad black,mouse pads,63100,steelseries,38.76
5408,steelseries shift gaming keyboard-world of warcraft cataclysm edition,keyboards,64340,steelseries,96.73
5409,steelseries 7h usb gaming headset with virtual surround 7.1 sound black,headsets microphones,61051,steelseries,144.99
5410,startech.com 2 port pci superspeed usb 3.0 card adapter pciusb3s2,hubs,pciusb3s2,startech,51.0
5411,1port local remote usb securelinx spiderduo kvm over ip,kvm switches,slslp400usb-01,lantronix,282.35
5412,startech.com portable esata usb to sata standalone hard drive duplicator dock - black satdupue,hard drive enclosures,satdupue,startech,51.88
5413,startech.com 1 port 10 100 mbps parallel network print server pm1115p,print servers,pm1115p,startech,35.99
5414,startech.com mu3mms slim 3.5 mm stereo audio cable - m m 3-feet,connectors adapters,mu3mms,startech,3.49
5415,startech.com mu3mms2ra slim 3.5 mm right angle stereo audio cable - m m 3 feet,connectors adapters,mu3mms2ra,startech,4.49
5416,vonnic d5216 16-channel h. 264 internet viewable security dvr w sata hard drive support,digital security recorders,,vonnic,399.99
5417,startech.com 4 port rack mountable usb kvm switch with audio usb 2.0 hub sv431usbae,kvm switches,sv431usbae,startech,78.99
5418,startech.com hdmimm30 30 feet hdmi to hdmi digital video cable,hdmi cables,hdmimm30,startech,43.24
5419,startech.com hdmimm10 10 feet hdmi to hdmi digital video cable,hdmi cables,hdmimm10,startech,11.95
5420,startech.com dual port gigabit network server adapter nic card 2 port st1000spexdp,graphics cards,st1000spexdp,startech,93.69
5421,startech.com pci express to pci adapter card pex1pci1,computer components,pex1pci1,startech,34.99
5422,startech.com 6-feet displayport cable with latches - m m displport6l,cables interconnects,displport6l,startech,9.84
5423,startech.com 5-feet desktop superspeed usb 3.0 extension cable - a to a m f usb3sext5dsk,usb cables,usb3sext5dsk,startech,14.0
