entry_id,track,duration_min,music_style,issue_date,album,artist_title,copyright_info,music_price
509,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
510,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
511,She,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Songs I Wrote With Amy - EP,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
512,Sunburn,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,You Need Me - EP,Ed Sheeran,2011 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
513,Sunburn,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,You Need Me - EP,Ed Sheeran,2011 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
514,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
515,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
516,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
517,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
518,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
519,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
520,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
521,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
522,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
523,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
524,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
525,She,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Songs I Wrote With Amy - EP,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
526,She,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Songs I Wrote With Amy - EP,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
527,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
528,Outro,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,The Slumdon Bridge - EP,Ed Sheeran & Yelawolf,2012 Warner Music UK Limited,$ 1.29
529,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
530,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
531,Sun Goes Down ( Acoustic ),3:43,"Hip-Hop/Rap , Music , Rock , Rap , Electronic",26-Feb-13,A Moving Picture ( Deluxe Edition ),Devlin,"2012 Universal Island Records , a division of Universal Music Operations Limited",$ 1.29
532,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
533,Friends,3:10,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",12-Aug-14,Do n't - EP,Ed Sheeran,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",$ 1.29
534,"Your Song ( Live At Hammersmith Odeon , London 1973 )",4:08,"Rock , Music , Singer/Songwriter , Glam Rock , Pop , Pop/Rock , Arena Rock , Rock & Roll , Soft Rock , Adult Contemporary",24-Mar-14,Goodbye Yellow Brick Road ( 40th Anniversary Celebration ) [ Deluxe Edition ],Elton John,2014 Mercury Records Limited,$ 1.29
535,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
536,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
537,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
538,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
539,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
540,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
541,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
542,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
543,Stronger ( CamelPhat Dark Dub Remix ),7:21,"Pop , Music",31-Jul-15,"Pop Remixed , Vol . 1",Clean Bandit,This compilation 2015 Big Beat Records Inc. for the United States . A Warner Music Group Company,$ 1.29
544,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
545,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
546,U.N.I. ( Live ),3:18,"Singer/Songwriter , Music",11-Jul-11,iTunes Festival : London 2011 - EP,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
547,U.N.I. ( Live ),3:18,"Singer/Songwriter , Music",11-Jul-11,iTunes Festival : London 2011 - EP,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
548,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
549,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
550,Sunburn,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,You Need Me - EP,Ed Sheeran,2011 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
551,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
552,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
553,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
554,Goodbye to You ( feat . Dot Rotten ),5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",23-Jun-14,5,Ed Sheeran,2014 Warner Music UK LImited,$ 1.29
555,Give Me Love,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",9-Sep-11,+,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
556,U.N.I. ( Live ),3:18,"Singer/Songwriter , Music",11-Jul-11,iTunes Festival : London 2011 - EP,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
557,U.N.I. ( Live ),3:18,"Singer/Songwriter , Music",11-Jul-11,iTunes Festival : London 2011 - EP,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
558,U.N.I. ( Live ),3:18,"Singer/Songwriter , Music",11-Jul-11,iTunes Festival : London 2011 - EP,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
559,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
560,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
561,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
562,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
563,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
564,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
565,Goodbye to You ( + Dot Rotten ),5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,No. 5 Collaborations Project,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
566,She,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Songs I Wrote With Amy - EP,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
567,She,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Songs I Wrote With Amy - EP,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
568,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
569,Firefly ( Bravado Dubstep Remix ),4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",9-Dec-11,Loose Change,Ed Sheeran,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
570,Sunburn,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,You Need Me - EP,Ed Sheeran,2011 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
571,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
572,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
573,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
574,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
575,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
576,"You Need Me , I Do n't Need You ( Live At the Bedford )",9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Dec-11,Live At the Bedford,Ed Sheeran,2010 Paw Print Records under exclusive license to Warner Music UK Limited,$ 1.29
577,Outro,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",9-Sep-11,The Slumdon Bridge - EP,Ed Sheeran & Yelawolf,2012 Warner Music UK Limited,$ 1.29
578,The A Team ( Live ),5:01,"Singer/Songwriter , Music",3-Sep-12,iTunes Festival : London 2012 - EP,Ed Sheeran,2012 Warner Music UK LImited,$ 1.99
579,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
580,Come Join the Murder ( From Sons of Anarchy ),7:28,"Soundtrack , Music",20-Feb-15,"Songs of Anarchy , Vol . 4 ( Music from Sons of Anarchy )",The White Buffalo & The Forest Rangers,"Compilation 2015 Twentieth Century Fox Television / Distributed by Columbia Records , a Division of Sony Music Entertainment",$ 1.29
581,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
582,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
583,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
584,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
585,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
586,Sunburn ( Bonus Track ),4:35,"Singer/Songwriter , Music",9-Sep-11,#NAME ?,Ed Sheeran,2011 Warner Music UK Limited,$ 1.29
587,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
588,Afire Love,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",20-Jun-14,x,Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company",$ 1.29
589,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
590,I See Fire,4:59,"Singer/Songwriter , Music",20-Jun-14,x ( Deluxe Edition ),Ed Sheeran,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",Album Only
591,I Ai n't Livin ' Long Like This,4:13,"Country , Music",24-Feb-14,Take It to the Bank - EP,Chris Janson,2014 Sony Music Entertainment,$ 1.29
592,I Ai n't Livin ' Long Like This,4:13,"Country , Music",24-Feb-14,Take It to the Bank - EP,Chris Janson,2014 Sony Music Entertainment,$ 1.29
593,I Ai n't Livin ' Long Like This,4:13,"Country , Music",24-Feb-14,Take It to the Bank - EP,Chris Janson,2014 Sony Music Entertainment,$ 1.29
594,I Ai n't Livin ' Long Like This,4:13,"Country , Music",24-Feb-14,Take It to the Bank - EP,Chris Janson,2014 Sony Music Entertainment,$ 1.29
595,'Til a Woman Comes Along,3:29,"Country , Music",5-Apr-10,'Til a Woman Comes Along - Single,Chris Janson,2010 Sony Music Entertainment,$ 1.29
596,Cut Me Some Slack,2:51,"Country , Music",13-Aug-13,Cut Me Some Slack - Single,Chris Janson,2013 Bigger Picture LLC/Better I Do n't LLC,$ 1.29
597,Tomahawk,3:52,"Country , Music",15-Oct-13,Tomahawk - Single,Chris Janson,2013 Bigger Picture LLC/Better I Do n't LLC,$ 1.29
598,I Ai n't Livin ' Long Like This,4:13,"Country , Music",24-Feb-14,Take It to the Bank - EP,Chris Janson,2014 Sony Music Entertainment,$ 1.29
599,Hang On,3:32,"Country , Music",6-May-14,Hang On - Single,Chris Janson,2014 Chris Janson,$ 0.99
600,Corn,3:54,"Country , Music",3-Sep-13,Chris Janson - EP,Chris Janson,"2013 Bigger Picture LLC/Better I Do n't , LLC",$ 0.99
