media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
481,2011 Warner Music UK Limited,9-Sep-11,Sunburn ( Bonus Track ),#NAME ?,4:35,"Singer/Songwriter , Music",Ed Sheeran
482,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",20-Jun-14,I See Fire,x ( Deluxe Edition ),4:59,"Singer/Songwriter , Music",Ed Sheeran
483,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
484,"2014 Asylum Records UK , a Warner Music UK Company , except track 16 2013 Warner Bros. . Entertainment Inc. and Metro-Goldwyn-Mayer Pictures Inc.",20-Jun-14,I See Fire,x ( Deluxe Edition ),4:59,"Singer/Songwriter , Music",Ed Sheeran
485,2011 Warner Music UK Limited,9-Sep-11,Sunburn ( Bonus Track ),#NAME ?,4:35,"Singer/Songwriter , Music",Ed Sheeran
486,2012 Warner Music UK Limited,9-Sep-11,Outro,The Slumdon Bridge - EP,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran & Yelawolf
487,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
488,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
489,2011 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Sunburn,You Need Me - EP,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
490,2012 Warner Music UK Limited,9-Sep-11,Outro,The Slumdon Bridge - EP,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran & Yelawolf
491,2014 Warner Music UK Limited,17-Oct-14,Do n't ( Don Diablo Remix ),Do n't ( Don Diablo Remix ) - Single,4:09,"Pop , Music",Ed Sheeran
492,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
493,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
494,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
495,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
496,2011 Warner Music UK Limited,9-Sep-11,Sunburn ( Bonus Track ),#NAME ?,4:35,"Singer/Songwriter , Music",Ed Sheeran
497,2011 Warner Music UK Limited,9-Sep-11,Sunburn ( Bonus Track ),#NAME ?,4:35,"Singer/Songwriter , Music",Ed Sheeran
498,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
499,"2015 Asylum Records , a division of Warner Music UK , A Warner Music Group Company",27-Mar-15,Bloodstream ( Arty Remix ),Bloodstream ( Arty Remix ) - Single,6:35,"Dance , Music",Ed Sheeran & Rudimental
500,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
501,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
502,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
503,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
504,2011 Warner Music UK Limited,9-Sep-11,Sunburn ( Bonus Track ),#NAME ?,4:35,"Singer/Songwriter , Music",Ed Sheeran
505,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
506,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
507,2012 Warner Music UK LImited,3-Sep-12,The A Team ( Live ),iTunes Festival : London 2012 - EP,5:01,"Singer/Songwriter , Music",Ed Sheeran
508,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
509,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
510,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
511,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,She,Songs I Wrote With Amy - EP,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
512,2011 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Sunburn,You Need Me - EP,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
513,2011 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Sunburn,You Need Me - EP,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
514,2012 Warner Music UK LImited,3-Sep-12,The A Team ( Live ),iTunes Festival : London 2012 - EP,5:01,"Singer/Songwriter , Music",Ed Sheeran
515,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
516,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
517,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
518,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
519,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
520,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
521,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
522,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
523,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
524,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
525,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,She,Songs I Wrote With Amy - EP,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
526,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,She,Songs I Wrote With Amy - EP,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
527,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
528,2012 Warner Music UK Limited,9-Sep-11,Outro,The Slumdon Bridge - EP,2:16,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran & Yelawolf
529,2012 Warner Music UK LImited,3-Sep-12,The A Team ( Live ),iTunes Festival : London 2012 - EP,5:01,"Singer/Songwriter , Music",Ed Sheeran
530,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
531,"2012 Universal Island Records , a division of Universal Music Operations Limited",26-Feb-13,Sun Goes Down ( Acoustic ),A Moving Picture ( Deluxe Edition ),3:43,"Hip-Hop/Rap , Music , Rock , Rap , Electronic",Devlin
532,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
533,"2014 Asylum Records UK , a division of Atlantic Records UK , except track 2 2014 BBC under licence to Asylum Records UK , a division of Atlantic Records UK . A Warner Music Group company",12-Aug-14,Friends,Do n't - EP,3:10,"Pop , Music , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
534,2014 Mercury Records Limited,24-Mar-14,"Your Song ( Live At Hammersmith Odeon , London 1973 )",Goodbye Yellow Brick Road ( 40th Anniversary Celebration ) [ Deluxe Edition ],4:08,"Rock , Music , Singer/Songwriter , Glam Rock , Pop , Pop/Rock , Arena Rock , Rock & Roll , Soft Rock , Adult Contemporary",Elton John
535,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
536,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
537,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
538,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
539,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
540,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
541,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
542,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
543,This compilation 2015 Big Beat Records Inc. for the United States . A Warner Music Group Company,31-Jul-15,Stronger ( CamelPhat Dark Dub Remix ),"Pop Remixed , Vol . 1",7:21,"Pop , Music",Clean Bandit
544,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
545,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
546,2011 Warner Music UK Limited,11-Jul-11,U.N.I. ( Live ),iTunes Festival : London 2011 - EP,3:18,"Singer/Songwriter , Music",Ed Sheeran
547,2011 Warner Music UK Limited,11-Jul-11,U.N.I. ( Live ),iTunes Festival : London 2011 - EP,3:18,"Singer/Songwriter , Music",Ed Sheeran
548,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
549,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
550,2011 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Sunburn,You Need Me - EP,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
551,"2014 Asylum Records UK , a Warner Music UK Company",20-Jun-14,Afire Love,x,5:14,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
552,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
553,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
554,2014 Warner Music UK LImited,23-Jun-14,Goodbye to You ( feat . Dot Rotten ),5,5:30,"Pop , Music , Rock , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative",Ed Sheeran
555,2011 Warner Music UK Limited,9-Sep-11,Give Me Love,+,8:46,"Singer/Songwriter , Music,Folk-Rock , Rock , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",Ed Sheeran
556,2011 Warner Music UK Limited,11-Jul-11,U.N.I. ( Live ),iTunes Festival : London 2011 - EP,3:18,"Singer/Songwriter , Music",Ed Sheeran
557,2011 Warner Music UK Limited,11-Jul-11,U.N.I. ( Live ),iTunes Festival : London 2011 - EP,3:18,"Singer/Songwriter , Music",Ed Sheeran
558,2011 Warner Music UK Limited,11-Jul-11,U.N.I. ( Live ),iTunes Festival : London 2011 - EP,3:18,"Singer/Songwriter , Music",Ed Sheeran
559,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
560,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
561,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
562,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
563,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
564,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
565,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Sep-11,Goodbye to You ( + Dot Rotten ),No. 5 Collaborations Project,5:30,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
566,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,She,Songs I Wrote With Amy - EP,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
567,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,She,Songs I Wrote With Amy - EP,4:04,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
568,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
569,2010 All tracks ( p ) 2010 Paw Print Records under exclusive license to Warner Music UK Limited except for track 1 ( p ) 2011Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Firefly ( Bravado Dubstep Remix ),Loose Change,4:29,"Singer/Songwriter , Music , Contemporary Singer/Songwriter , Rock , Adult Alternative",Ed Sheeran
570,2011 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,Sunburn,You Need Me - EP,4:26,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
571,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,"You Need Me , I Do n't Need You ( Live At the Bedford )",Live At the Bedford,9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
572,2010 Paw Print Records under exclusive license to Warner Music UK Limited,9-Dec-11,"You Need Me , I Do n't Need You ( Live At the Bedford )",Live At the Bedford,9:50,"Singer/Songwriter , Music , Rock , Adult Alternative , Contemporary Singer/Songwriter",Ed Sheeran
