object_id,author_team,publication_year,event_name
40289,s kannan,1999.0,
40290,m holohan,,"computerworld ,"
40291,"k mogi , m kitsuregawa",,"parallel and distributed information systems , 1994. , & hellip ; ,"
40292,"c beer , r fagin , jh howard",,"acm-sigmod int . conf . management of data , toronto , canada , & hellip ; ,"
40293,jb west,,"md ,"
40294,jw schmidt,1977.0,"acm transactions on database systems ,"
40295,ja velling,,unpublished
40296,", bt luong",1981.0,"vldb ,"
40297,"a hoffmann , ac heiden , e pfannkoch",,"& hellip ; m33 , proceedings of the 23rd international symposium on"
40298,"ra watson , t reil , jb pollack",,
40299,jh friedman,,"technical report , department of statistics , stanford university ,"
40300,k van deemter,,
40301,"h watanabe , jr jass , lh sobinâ ? ¦",1990.0,
40302,"a menon , s weatherill",,"unpublished manuscript ,"
40303,"a passmore , d french",2001.0,"adolescence-san diego - ,"
40304,"s adachi , n hori , k sato , s tokuda , t sato , k",2000.0,"proc . spie ,"
40305,b vocking,2003.0,"journal-acm ,"
40306,el richardson,1992.0,"new directions for program evaluation ,"
40307,kk likharev,,
40308,"jc crawford , a daye",,
40309,"p mehra , bw wah",1992.0,"ieee computer ,"
40310,"lml delcambre , j waramahaputi , jn etheredge",1989.0,"acm sigmod record ,"
40311,sng burrows,2002.0,
40312,"k gasiorowski , b brokos , h tabaka",2000.0,"cellular and molecular biology letters ,"
40313,a lindbom,,"fã ¶ rã $ ldraninflytande i ,"
40314,mg newbrey,2002.0,
40315,"vi karpukhin , va nikolaenko , vn kuznetsov",,"at . energ ,"
40316,d florescu,,
40317,ada directory,2000.0,"bt technology journal ,"
40318,dl bussard,,"proc . acm urban symposium ,"
40319,d marcuse,,
40320,fsdp subcommittee,2004.0,
40321,d meyer,,"w-2 child support demonstration evaluation , phase i : final"
40322,jc hughes,2002.0,"new directions for teaching and learning ,"
40323,h white,,"san diego ,"
40324,j davies,2002.0,
40325,r mcmillan,1988.0,"journal of emergency medicine ,"
40326,"m shapiro , p dickman , d plainfossã ©",1992.0,"proceedings of the eleventh annual acm symposium on & hellip ; ,"
40327,s ramo,,"proc . ire ,"
40328,ã ? ã 1/4 ber buchwald,,"acc . chem . res ,"
40329,k lano,1996.0,
40330,a mccormack,2005.0,"bt technology journal ,"
40331,"d armstrong , k grimwood , jb carlin , r carzino , j",,
40332,"a caplinskas , j eder",2001.0,
40333,j six,2000.0,
40334,"bl roberts , dh brown , rm carey , w earle , e",,
40335,"lf tribble , de orr jr , cr richardson , d tunmire",,"proc . 28th annual swine short course , texas tech univ. agric & hellip ; ,"
40336,"cm tang , k fischer , b chadburi , h guckel , t fewell",,
40337,g bell,,
40338,s kumar,,
40339,"b scholkopf , jc platt",,"technical report , msr-tr-2000-22 , microsoft research ,"
40340,bul domino,,
40341,"p bohannon , s ganguly , hf korth , pps narayan , p",2002.0,"vldb ,"
40342,"w bridewell , jn sanchez , p langley",,
40343,b chiechi,,"electronic design ,"
40344,r hollister,,"the national supported work demonstration ,"
40345,"n ghamrawi , a mccallum",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,"
40346,j burger,,
40347,bk teo,1986.0,
40348,"rc shrader , bm oviatt , pp mcdougall",2000.0,"academy of management journal ,"
40349,"aj healey , rb mcghee , r christi , fa papoulias , sh",,"procs of 1st iarp workshop on mobile robots for subsea & hellip ; ,"
40350,"nh gehani , hv jagadish , wd roome",1994.0,"proceedings of the 20th international conference on very & hellip ; ,"
40351,"s srinivasan , d petkovic",2000.0,"proceedings of the 23rd annual international acm sigir & hellip ; ,"
40352,g galli,1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland ,"
40353,pftlto resiliency,2004.0,
40354,gf cooper,,"technical report ksl-90-05 , stanford university , knowledge"
40355,rh carr,,"phil . mag ,"
40356,b thaller,1992.0,
40357,"f gabelnick , j macgregor , r matthews",,"new directions in teaching and learning ,"
40358,r atkinson,1995.0,"new directions for higher education ,"
40359,"dt sawyer , a sobkowiak , t matsushita",,"acc . chem . res ,"
40360,s melnik,,
40361,"d ratajczak , d malkhi , m naor",,"proc . acm podc ,"
40362,"htj smit , la ankum",1993.0,"financial management ,"
40363,e grove,,"proceedings of the 23rd annual acm symposium on theory of & hellip ; ,"
40364,"jk pieper , bw surgenor",,
40365,"d samuel , a bismuth , c serres , jl arulnaden , m",1991.0,"transplant proc ,"
40366,"rh hartley , e agapito",,"& hellip ; . international conference on computer vision , bombay ,"
40367,ll kuensting,1995.0,"journal of emergency nursing ,"
40368,ba barsky,2003.0,"submitted for publication ,"
40369,ke newcomer,,"new directions for program evaluation ,"
40370,"d mannal , k burgara",,"proceedings of the acm sigmod ,"
40371,"td givargis , f vahid",,
40372,"a di pasquale , e nardelli",,
40373,"dl steward , ja welge , cm myer",2003.0,"cochrane database syst rev ,"
40374,"fs ram , j picot , j lightowler , ja wedzicha",2004.0,"cochrane database syst rev ,"
40375,epa see,,codified
40376,"b kemme , g alonso",2000.0,"acm transactions on database systems ,"
40377,"t imielinski , s viswanathan , br badrinath",,proceedings of the 1994 acm sigmod international conference
40378,a blum,,"see ref ,"
40379,l baker,,"ecology and environment , inc. , seattle ,"
40380,mf green,1981.0,"new directions for higher education ,"
40381,"a aassve , s burgess , c propper",2004.0,
40382,"c nyland , t heenan",,
40383,cg darwin,,"phil . mag ,"
40384,cs lindquist,,"proc . 28th midwest symp . on circuits & systems ,"
40385,p giorgini,2003.0,"sigmod record ,"
40386,"b nat , c kindel",,"technical report , microsoft corporation , redmond , wa , usa ,"
40387,j ozer,,"pc magazine ,"
40388,"t karasch , j rubin , j sobal , mr woodward , sp allen",1998.0,"information and software technology ,"
40389,"s hã ¹ jsgaard , f skjã ¹ th , b thiesson",,"department of mathematics and computer science , aalborg , & hellip ; ,"
40390,"r rodrigues , b liskov",,submitted for
40391,"ab perkins , mc perkins",,"new york ,"
40392,pe utgoof,,"technical report , university massachusetts ,"
40393,bd cook,1957.0,
40394,"s decker , v kashyap",2003.0,"proceedings of the international conference on very large & hellip ; ,"
40395,"pj mariani , s sharma",1994.0,"journal of emergency medicine ,"
40396,"j aznarez , jc vidal , jm gascon",1986.0,"at . spectrosc. ,"
40397,se clayman,1987.0,
40398,h parlier,2004.0,
40399,h lange,1957.0,
40400,"g hosker , c norton , m brazzelli",2000.0,"cochrane database syst rev ,"
40401,"rc beckerman , rt brouillette , ce hunt",,"md ,"
40402,"c hickman jr , l roberts , a larson , hlâ ?? anson",2004.0,
40403,d halonen,,electronic
40404,"lw jt , gw chirn , tg marr",,"proc . sigmodâ ?? 94 ,"
40405,"rb hayward , j spinrad , r sritharan",,
40406,n randall,,"pc magazine , january ,"
40407,"je evans , d johnson",1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland , & hellip ; ,"
40408,"l kleinrock , f kamoun",,"computer networks ,"
40409,"w patkowski , p nyckowski , k zieniewicz , j pawlak ,",2003.0,"transplant proc ,"
40410,r di pietro,1976.0,"linguistic symposimn ,"
40411,"jd velasquez , r weber , h yasuda , t aoki",,
40412,dw loveland,1969.0,"journal of the acm ( jacm ) ,"
40413,gh beyer,,"procs . printed circuit world convention vii ,"
40414,n huyn,2001.0,"sigmod record ,"
40415,"k radermacher , hw staudte , g rau",,proceedings of
40416,"j mulzer , k schein , i bohm , d trauner",,"proc . int . conf . ] , 12th ,"
40417,c change,,"isbn ,"
40418,ea hanlon,,"mined lands agricultural research/demonstration project . & hellip ; ,"
40419,"bd noble , m satyanarayanan",1995.0,"sigmod record ,"
40420,d willmot,,"pc magazine online ,"
40421,"x lin , s ghosh",,"proc . of 28th ann . allerton conf . on computers , & hellip ; ,"
40422,"s berchtold , da keim",1998.0,"sigmod record ,"
40423,"vv raghavan , k birchard",1979.0,"acm sigir forum ,"
40424,"af bobick , ss intille , jw davis , f baird , cs",2000.0,"communications-acm ,"
40425,cu jensen,1989.0,
40426,cs stern,1994.0,"new directions for higher education ,"
40427,"m lam , tg moher",,"proceedings of acm sigplan , jun ,"
40428,"jl marshall , de miiller",,"m. ihrig , acc . chem . res ,"
40429,m olivier,,"universite bordeaux i ,"
40430,bi lodge,,
40431,d branch,,"san diego : academic ,"
40432,"mf ashby , lm brown",,"phil . mag ,"
40433,"gr ogden , s mcqueen , eb lane , mw green , d hopwood ,",1992.0,"the histochemical journal ,"
40434,"m butt , r kaplan",,"lfg02 , athens , greece ,"
40435,b bray,2001.0,
40436,cdrlw brigham,,
40437,"m chen , q zhu , z chen",2001.0,"information & software technology ,"
40438,jk millen,,"technical report mtr-1743 , mitre corporation , bedford ,"
40439,jd unman,,
40440,"kr dixon , tq pham , pk khosla",2001.0,"lecture notes in computer science ,"
40441,j noronha,1993.0,"new directions for teaching and learning ,"
40442,pa spangler,2000.0,
40443,"kf riley , mp hobson , sj bence",,"isbn ,"
40444,dg young,,
40445,t pattison,2000.0,
40446,"ca reid , rm fung , rm tong , e tse",,"procs . second conference on artificial intelligence & hellip ; ,"
40447,ma frohman,1990.0,"pcr protocols : a guide to methods and applications ,"
40448,"p brandt , r wadeâ ? ¦",1995.0,"social studies and the young learner ,"
40449,"la carlson , le bottiger",1972.0,"lancet i ,"
40450,"r cleaveland , x du , sa smolka",2000.0,"lecture notes in computer science ,"
40451,"d marusic , r nedela",,
40452,apj hum,2001.0,"computer networks ,"
40453,d lohman,1979.0,
40454,"d callahan , b koblenz",1991.0,"proceedings of the acm sigplan 1991 conference on & hellip ; ,"
40455,ap sheth,1990.0,"acm sigmod record ,"
40456,ds cordray,1982.0,"new directions for program evaluation ,"
40457,p ensor,,"& hellip ; den heuvel-panhuizen : proceedings of 25 thconference of the & hellip ; ,"
40458,"bl markham , jl barker",,"md ,"
40459,ch cognition,,san
40460,"h blau , n immerman , d jensen",,
40461,he teaching,2002.0,
40462,"k huh , j kim , j hong",2000.0,"proceedings-institution of mechanical engineers part d & hellip ; ,"
40463,l berger,,"& hellip ; technische hochschule ( eth ) , zurich , switzerland ,"
40464,m christos,,"microbiology , athens"
40465,"a ricciardi , kp birman",,proceedings of acm symposium on
40466,sh unger,,"proc . ire ,"
40467,c steinfield,1999.0,"electronic markets ,"
40468,"dw hight , dm lawrence , gb farquhar , gw milligan ,",,"proc . 28th intr . offshore technology conference. , houston , & hellip ; ,"
40469,"j affleck-graves , sp hegde , re miller , fk reilly",,
40470,"rg bello , k dias , a downing , j feenan , j finnerty ,",1998.0,"proceedings of the international conference on very large & hellip ; ,"
40471,"i herman , cs carson , j davy , da duce , pjw ten",,proceedings of the acm international conference on
40472,"a jaimes , a senior , w muench",2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,"
40473,"cd batson , jl dyck , jr brandt , jg batson , al",1988.0,"journal of personality and social psychology ,"
40474,"m breu , a bruggemann-klein , c haber , r weber",,
40475,"k ross , j rao",,"proceedings of the acm sigmod conference ,"
40476,j farrington,,"geography ,"
40477,m hajer,,
40478,"y miyata , m akashi , e nishida",1999.0,"genes to cells ,"
40479,"s sancese , a messina , p ciancarini , u iemma",1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,"
40480,"cl zitnick , sb kang , m uyttendaele , s winder , r",,proc . of acm siggraph
40481,"sa sloman , de rumelhart",,to
40482,"b hari , r hariharan , s srinivasan",,proc . acm
40483,sm nkomo,1992.0,"the academy of management review ,"
40484,"alj ordille , a rajaraman",,"international conference on very large data bases ( vldb ) ,"
40485,j dragun,,"md ,"
40486,"bn schilit , f douglis , dm kristol , p krzyzanowski ,",1996.0,"www5 / computer networks ,"
40487,"bv martynov , eg kozhinov , np trushkovâ ? ¦",,at .
40488,"s abitboul , a bonner",,"proceedings acm sigmod symposium on the management of data ,"
40489,"a palumbo , r paoluzzi",,"procs . of third jhps tokyo , japan ,"
40490,"r orlandic , b yu",2002.0,"data and knowledge engineering ,"
40491,bl markham,,"md ,"
40492,"p cao , z wang",,
40493,"fj kurdahi , ac parker",1987.0,"proceedings of the 24th acm/ieee conference on design & hellip ; ,"
40494,"a perrodon , jh laherrã ¨ re , cj campbell",1998.0,
40495,aj smith,,
40496,"i manolescu , d florescu , d kossmann",,"roma , italy"
40497,"cy park , ac shaw",,"ieee computer ,"
40498,h schutze,1992.0,"proceedings of supercomputing ,"
40499,"m reiter , r bucek , a stumpflen , e minar",2004.0,"cochrane database syst rev ,"
40500,bn albright,1985.0,"new directions for higher education ,"
40501,em mccreight,1976.0,"journal of the acm ( jacm ) ,"
40502,t grust,,
40503,s pradhan,,
40504,"b ekengren , l dahlberg",1984.0,"conference on radar meteorology , 22 nd , zurich , switzerland ,"
40505,"jt greene , sg watts",,
40506,c minkowitz,1993.0,"information and software technology ,"
40507,"g manku , s rajagopalan , b lindsay",,"proceedings of sigmod 98 , to"
40508,"h yu , d agrawal",2003.0,"vldb ,"
40509,"f tian , dj dewitt , j chen , c zhang",2000.0,
40510,a longhurst,,"san diego , 389pp ,"
40511,"m castro , p druschel , y hu , a rowstron",,"technical report msr-tr-2003-52 , microsoft research , june"
40512,rl forward,,"proc . ire ,"
40513,pa lacey,1988.0,"new directions for teaching and learning ,"
40514,pr act,,
40515,hd mahan,,"unpublished manuscript ,"
40516,"c froustey , s lasserre , l dubar",,"procs . mat-techâ ?? 92 ,"
40517,"c walsh , p asherson , p sham , d castleâ ? ¦",,"submitted for publication ,"
40518,"mb lupfer , lf clark , mb church , sj depaola , cd",,"unpublished manuscript ,"
40519,"p conceiã § ã # o , f veloso",,"submitted for publication ,"
40520,cj fidge,,
40521,"q fu , p harnois , l logrippo , j sincennes",2000.0,"computer networks ,"
40522,"d chen , m jiang",2005.0,"acc . chem . res ,"
40523,rh katz,,"ieee computer ,"
40524,i inasaki,,"proceedings of the 23rd international m achine tool design & hellip ; ,"
40525,b buchmayrâ ? ¦,1990.0,
40526,a beguelin,,
40527,"rm perloff , vr padgett , tc brock",1980.0,"new directions for program evaluation ,"
40528,"g guerrini , c michaut , m dudeck , an vesselovzorov ,",,"proceedings of the 25 thinternational electric propulsion & hellip ; ,"
40529,w blackstone,,i
40530,i version,2002.0,
40531,t hoffman,,"computerworld ,"
40532,"w fan , jx yu , h lu , j lu , r rastogi",2005.0,"proceedings of the 31st international conference on very & hellip ; ,"
40533,y le cun,,"zurich , switzerland elsiever"
40534,wb gartner,1985.0,"the academy of management review ,"
40535,"h el-sayeh , c morganti",2004.0,"cochrane database syst rev ,"
40536,"i pearson , rc wilson",2000.0,"bt technology journal ,"
40537,"ca duncan , d eppstein , sg kobourov",,
40538,"w sun , y ling , c yu",,
40539,"y maidon , y deval , jb begueret , j tomas , jp dom",1997.0,"electronic letters ,"
40540,", r king",1994.0,"sigmod record ,"
40541,"js albus , aj barbera , rn nagel",,"proceedings of the 23rd ieee computer society international & hellip ; ,"
40542,"i schanstra , d lukita , a van de goor , k veelenturf",,"proc . int . test conf ,"
40543,"p maã?ki - arvela , t salmi , e paatero",1998.0,
40544,m oded,,"artificial intelligence review ,"
40545,"mcf ferreira , h zantema",1994.0,
40546,l riord,,
40547,cj wilson,,"san diego : academic ,"
40548,"p seeman , k ohara , c ulpian , mv seeman",1993.0,"neuropsychopharmacology-san diego - ,"
40549,"ww craig , fe christensen , ta decker , cj hailey , fa",1998.0,"proc . spie ,"
40550,j viescas,1997.0,
40551,"y coady , g kiczales , m feeley , n hutchinson , js",2001.0,"communications-acm ,"
