scholar_id,auth_names,journal_name,pub_title,published_yr
40821,"g das , d gunopulos , h mannila","lecture notes in computer science ,",finding similar time series,1997.0
40822,"ke bernstein , pp sayeski , t doan , pk farmer , ms","contributions to nephrology ,",signal transduction pathways of angiotensin ii in the kidney,2001.0
40823,"wa coghlan , re clausing","at . data ,",auger catalog calculated transition energies by energy and element at,
40824,"j sommers , p barford","proceedings of acm sigcomm internet measurement conference ,",self-configuring network traffic generation,2004.0
40825,"s dessloch , n mattos","proceedings of the international conference on very large & hellip ; ,",integrating sql databases with content-specific search engines,1997.0
40826,g gad,"urban geography ,",office location dynamics in toronto : suburbanization and central district specialization,
40827,rp langlands,,on the functional equations satisfied by eisenstein series,
40828,r szellski,"morgan kaufmann publishers , seattle , washington ,",regutarization uses fractal priors . ~ ' . u aaai-87 : sixth national conference on artificial 2 ~,
40829,dj wright,,from pattern to process on the deep ocean floor : a geographic information system approach,1994.0
40830,"re lucas , ae clark , y georgellis , e diener","journal of personality and social psychology ,",reexamining adaptation and the set point model of happiness : reactions to changes in marital status,2003.0
40831,"a bedarida , s ercolani , g demicheli",proc . 1st acm workshop on,â ?? a new technology mapping algorithm for the design and evaluation of fuse/antifuse-based field -,
40832,"r agrawal , a somani , y xu","proceedings of vldb ,",storing and querying of e-commerce data,
40833,"pb berra , ej oliver","ieee computer ,",role of associative array processors in data base machine architecture,
40834,"s ravela , r manmatha",university of massachusetts technical report no . tr99-32 (,multi-modal retrieval of trademark images using global similarity,
40835,r moussa,"ceria res . rep. [ ceria ] ,",experimental performance analysis of lh & ast ; rs,
40836,h kwakernaak,,linear optimal control systems,1972.0
40837,"jr libby , nd perkins","san diego , california ,",modern prestressed concrete highway bridge superstructures : design principles and construction,
40838,li roeger,,three-dimensional discrete competitive lotka-volterra system that preserves hopf bifurcations,
40839,"s dar , g entin , s geva , e palmon","sigmod conference ,",dtl 's dataspot : database exploration as easy as browsing the web,1998.0
40840,p green,"university of washington , seattle ,","phrap sequence assembly program , version 0.96073",
40841,"y ishikawa , h kitagawa , n ohbo","proceedings of the 1993 acm sigmod international conference & hellip ; ,",evaluation of signature files as set access facilities in oodbs,1993.0
40842,psr council,"seattle washington , september ,",metropolitan transportation plan technical report : mtp-12 ( on technical analysis process ),
40843,"sm reddy , cj lin , s patil","proc . intâ ?? l conf . on cad ,",an automatic test pattern generator for the detection of path delay faults,
40844,"mw vannier , jl marsh , jo warren","acm siggraph computer graphics ,",three dimensional computer graphics for craniofacial surgical planning and evaluation,1983.0
40845,"l stoimenov , a mitrovic , s djordjevic-kajan , d","information & software technology ,",bridging objects and relations : a mediator for an oo front-end to rdbmss,1999.0
40846,fh allen,acc . chem .,"ker ~ nard , o. & taylor , r. ( 1983 )",
40847,"y ogawa , t ishii , y terai , t kozawa","proc . ieee/acm design automation conf ,",efficient placement algorithm delay for high-speed ecl masterslice lsiâ ?? s,
40848,us pharmacopeia,"md ,","23rd , us pharmacopeial convention , rockville",
40849,"j spencer , d johnson , a hastie , l sacks","bt technology journal ,",emergent properties of the bt sdh network,2003.0
40850,"bi fouks , j schubert","proc . spie ,",precise theoretical description of photoresponse for detectors of isophot 's si : ga array,1995.0
40851,"bn schilit , mn price , g golovchinsky",,digital library information appliances,
40852,"l fegaras , d maier","proc . acm sigmod conf . on management of data ,",toward an effective calculus for object query processing,
40853,"b yener , y ofek , m yung","computer networks ,",convergence routing on disjoint spanning trees,
40854,ph porterâ ? ¦,"social studies and the young learner ,",social studies for '' all '' students . teacher 's resources .,1995.0
40855,bw miles,"workshop at ,",storytelling : a valuable teaching tool in foreign language acquisition,
40856,jmv castilho,"proc . int . conf . on very large databases , mexico ,","de , casanova , ma , and furtado , al : a temporal framework for database specification",
40857,"k wang , y he , j han","proc . very large data bases conf . ( vldb ) ,",pushing support constraints into frequent itemset mining,
40858,pn melo,"very large data bases , 1979 . fifth international conference & hellip ; ,",monitoring integrity constraints in a codasyl-like dbms,1979.0
40859,p kvarda,"radioengineering-prague - ,",identifying the deterministic chaos by using the lorenz maps,2000.0
40860,"v bacarella , f giannotti , m nanni , d pedreschi",,discovery of ads web hosts through traffic data analysis,
40861,j zheng,"proceedings of the 20th ieee/acm international conference on & hellip ; ,",in regression testing selection when source code is not available,2005.0
40862,s kaski,"proceedings of ijcnn ,",dimensionality reduction by random mapping : fast similarity computation for clustering,1998.0
40863,"m simboli-campbell , j welsh","& hellip ; d : a pluripotent steroid hormone : proceedings of the 9th & hellip ; ,","comparative effects of 1 , 25 ( oh ) 2 d 3 and eb 1089 on cell cycle kinetics in mcf-7 cells",
40864,"g xue , t fukuda , f arai , h asama , h kaetsu , i endo","computerworld. ,",no need to replace cpu by ' 90 .,1982.0
40865,c pursell,"electronic media ,","clocks forward , ratings back",
40866,aw scheer,,business process engineering,1994.0
40867,"g meen , m andrew","isbn ,",modelling regional house prices : a review of the literature,
40868,"gc modugno , g magnani , c brandolini , g savastio , a",,could vestibular evoked myogenic potentials ( vemps ) even be useful in diagnosis of perilymphatic,
40869,"lc hsien-wilson , xd xiang , pt schultz","acc . chem . res ,",lessons from the immune system : from catalysis to material science,
40870,"a bulut , ak singh",,monitoring multiple data streams in real time,
40871,"je witte , wb james","new directions for adult and continuing education ,",cohort partnerships : a pragmatic approach to doctoral research,1998.0
40872,k davaras,,guide to cretan antiquities,1989.0
40873,sl changes,"proc . int . workshop . noordwijkerhout ,",their consequences for hydrology and water management,
40874,"amm ramsay , rw ponzoni","south australian merino selection demonstration flocks & hellip ; ,",phenotypic and genetic parameters for some â ?? novelâ ?? traits in south australian merinos,
40875,r balasubramaniam,"ieee transactions on knowledge and data engineering ,",content-based image retrieval based on a fuzzy approach,2004.0
40876,j rekimoto,"proceedings of the 9th annual acm symposium on user & hellip ; ,",tilting operations for small screen interfaces,1996.0
40877,d kilgore,"new directions for adult and continuing education ,",toward a postmodern pedagogy,2004.0
40878,"p alderson , c gadkary , df signorini","cochrane database syst rev ,",therapeutic hypothermia for head injury,2004.0
40879,"vo rotimi , bi duerden , v ede , ae mackinnon","lancet i ,",metronidazole-resistant bacteroides from untreated patient,1979.0
40880,j mears,"computerworld ,",what went wrong with asps,
40881,"r zaridze , g bit-babik , d karkashadze , r jobava , d",,"the method of auxiliary ( mas ) sources , solution of propagation , diffraction and inverse problems",1998.0
40882,ty tan,"phil . mag ,",y and tice wk 1976,
40883,la davis,,commerce department reverses singapore ruling,
40884,c hagleitner,"d. degree from the eth zurich , zurich , switzerland , in ,",received the diploma degree in electrical engineering and the ph,
40885,m rao,electronic,japan : the birth of the wireless information society,
40886,ny new york,,"usa , 1994",
40887,"gj thompson , cm atkinson , nn clark , tw long , e","proceedings of the i mech e part d journal of automobile & hellip ; ,",neural network modelling of the emissions and performance of a heavy-duty diesel engine,2000.0
40888,"sq zhuang , by zhao , ad joseph , rh katz , jd",proceedings of,bayeux : an architecture for scalable and fault-tolerant wide-area dissemination,
40889,"s asano , m mishima , e nishida","genes to cells ,",coronin forms a stable dimer through its c-terminal coiled coil region : an implicated role in its,2001.0
40890,"j he , l zheng , z yang , ct chou",,performance analysis and service differentiation in ieee 802.11 wlan,
40891,"a puerta , x eisenstein",proceedings acm,a common representation for interaction data,
40892,p kehr,"berolini i ,",italia pontificia,
40893,"li berger , li berger",,semiconductor materials,1996.0
40894,s aditya,,normalizing strategies for multithreaded interpretation and compilation of non-strict languages . csg,1995.0
40895,"ce koksal , s mancuhan","demo description , in proc . of acm",metu interoperable database system,
40896,"g magyar , p dobos","virology-new york - ,",expression of infectious pancreatic necrosis virus polyprotein and vp1 in insect cells and the,1994.0
40897,"m manish , d dewitt","vldb journal ,",shared-nothing paralel database systems,
40898,"l colby , t gri","proceedings of the acmsigmod conference ,","n , l. libkin , i. mumick , h. trickey , algorithms for deferred view maintenance",
40899,jmg miller,"& hellip ; , santa barbara , ca , university of california , santa barbara & hellip ; ,",stratigraphy and sedimentology of the upper proterozoic kingston peak formation,
