item_code,brand_name,cost,sector,name,model_identifier
19182,tomtom,,portable vehicle gps,tomtom via 1535t 5-inch portable bluetooth gps navigator with lifetime traffic,1ev5 .019.02
19183,thermaltake,193.99,power supplies,thermaltake toughpower grand 850w tpg-850m sli and crossfire x ready atx12v 80plus gold active pfc atx 950 power supply tpg-850m,tpg-850m
19184,avocent,192.28,kvm switches,switchview dvi 4 port usb kvm switch usb 2.0 hub with audio by avocent,4svdvi10-001
19185,wenger,33.48,bags cases,swissgear jett - notebook carrying backpack - 16,jett
19186,smart strip,30.5,power strips,smart strip lcg3 energy saving surge protector with autoswitching technology 10-outlet,4940
19187,pitney bowes,,printer ink toner,box of 150 sheets 300 tapes self adhesive postage meter tapes,dm200
19188,sentry,11.99,headphones,sentry ho482 metalix silicon ear buds blue,ho482
19189,sunvalleytek,7.64,accessories supplies,replacement laptop ac adapter notebook charger power supply cord for gateway liteon mx series notebook mt6840 adp-65hb bb pa-1650-02 19v 3.42 a 65w,ac adapter for pa-1650-02 19v 3.42 a 65w
19190,boss,29.29,stereo amplifiers,boss audio r1002 2-channel mosfet power amplifier with remote subwoofer level control,r1002
19191,da-lite screen,117.73,projector accessories,203 project-o stand projection 11.25 inx19in table shelf,42068
19192,generic,19.99,,premium usb 2.0 to sata ide hdd hard drive convertor adapter cables kit free dreambargains neckstrap lanyard,
19193,plustek,1152.96,scanners,smartoffice ps406u sheetfed scanner,
19194,pioneer,,tweeter diaphragms,pioneer ts-t110 7 8-inch hard-dome tweeter pair,ts-t110
19195,pilot pen corporation of america,15.2,printer ink toner,pil31175 gel pen retractable refillable fine point purple .,
19196,pacon,13.24,,peacock 6 ply railroad poster board,
19197,panasonic,429.99,camcorders,panasonic hdc-hs80k hd hdd camcorder black,hdc-hs80k
19198,nikon,299.95,point shoot digital cameras,nikon coolpix l120 14.1 mp digital camera with 21x nikkor wide-angle optical zoom lens and 3-inch lcd red,l120 red
19199,wausau,61.07,storage presentation materials,new-wausau paper 70619 - astrobrights premium poster board 28 x 22 bright white 48 carton - wau70619,
19200,tombow,32.0,shredders,new-tombow mono 68670 - mono correction tape assorted retro color dispensers 1 6 x 394 6 box - tom68670,
19201,bic,26.05,shredders,new-bic mplmp241 - mechanical pencil 0.7 mm no. 2 lead - bicmplmp241,
19202,alliance,7.61,shredders,new-alliance 37546 - latex free rubber bands size 54 orange sizes 19 33 64 mix 1lb box - all37546,
19203,netgear,51.99,switches,netgear prosafe 5-port gigabit unmanaged plus switch gs105e,gs105e
19204,nec,,camera photo,nec np2250 - lcd projector - 4200 ansi lumens - xga 1024 x 768 - 4 3 - high definition 720p - standard lens - 802.11 a g wireless lan,np2250
19205,nec,,monitors,nec accusync aslcd92v-bk 19 lcd monitor black,aslcd92v-bk
19206,nec,,monitors,nec accusync as191-bk 19-inch lcd monitor - black,as191-bk
19207,monster,12.99,surge protectors,monster cable mp av600 power protector,mp av 600
19208,brother,409.99,inkjet printers,new brother mfc-j6910dw wireless all-in-one inkjet printer copy fax print scan fast output speeds,mfcj6910dw
19209,brother,20.45,laminating supplies,brother tz tape cartridge for p-touch labeler 1-1 2w black on white,
19210,atlona,12.19,audio video accessories,bower ss26 digital neck strap brown,ss26br
19211,boss,22.54,equalizers,boss ava125 mini 5 band pre-amp equalizer with subwoofer output,ava1215
19212,premier,70.57,printer accessories,usb bluetooth printer adapter accsup to 330ft usb parallet interface,
19213,bi-silque visual communication product inc. .,28.0,audio video accessories,cubicle combo slider,
19214,battery-biz,43.83,batteries,battery-biz hi-capacity b-5038 - notebook battery - 1 x lithium ion 6-cell 4600 mah,b-5038
19215,avf,24.44,tv mounts,avf ultra ul101b-a adjustable tilt tv mount for 12-inch to 25-inch flat panel tv screens black,ul101b-a
19216,avery,,computers accessories,avery 5692 - laser cd dvd labels matte white 40 pack,
19217,avery,28.0,,avery 47985 - two-pocket portfolio embossed paper 30-sheet capacity dark blue 25 box,
19218,audio-technica,32.35,storage presentation materials,ultra-slim folding on-ear headphones,
19219,arrow,5.79,printer accessories,arrow fastener 506 genuine t50 3 8-inch staples 1 250-pack,506
19220,antec,13.88,case fans,antec 92mm smartcool thermally controlled 92mm case fan,92mm smartcool
19221,amzer,9.61,cases,amzer luxe argyle high gloss tpu soft gel skin case for samsung google nexus s - hot pink,amz90177
19222,adorama,6.95,computers accessories,adorama 3-12 volt dc 500ma regulated universal ac adapter with multiple connector ends .,ss104
19223,general electric,94.32,camcorders,ge active dv1-ab with 4 x digital zoom 2.5 lcd screen aqua blue,dv1-ab
19224,cp technology,65.42,car audio video,9dbi omni directional indoor outdoor anntena,oan-2090
19225,scosche,12.39,audio video accessories,1998-02 mazda 626 1999-03 protoge 1995-03 millenia installation kit with 2 cd pocket,ma1537b
19226,innovera,22.85,,61020 mouse - optical wireless - graphite,
19227,edge,80.75,,500gb diskgo backup portable usb 2.0 3.5 in,edgdg-214609-pe
19228,3m,118.13,,3m 34840 - dirt stop scraper mat polypropylene 48 x 72 chestnut,
19229,edge,115.05,computer components,2gb kit 2x1gb pc3200 ecc unbuffered 184 pin ddr,x8006a-pe
19230,d-link,134.83,routers,d-link dap-2553 air premier n dual band poe access point selectable dual band draft 802.11 n,dap-2553
19231,edge,121.01,,diskgo 500gb external hard drive,edgdg207342pe
19232,philips,14.95,fiber optic cables,digital fiber optic audio cable,m62794
19233,digipower,17.99,camera batteries,digipower bp-nkl5 replacement li-ion battery for nikon en-el5 compatible with nikon p3 p4 p5000 and s10,bp-nkl5
19234,diamond,,graphics cards,diamond amd radeon hd 6870 1gb gddr5 pci-express graphics card 2 dvi hdmi 2 mini display port eyefinity,6870pe51g
19235,cru,437.99,hard drive enclosures,cru dataport 6178-1121-0000 68-pin frame removable hard drive enclosure beige,6178-1121-0000
19236,cradlepoint,19.9,routers,cradlepoint wall power adapter for mbr1000,untcpmbr13
19237,da-lite,648.9,projection screens,cotton velour drapery panels size 16 x 13 color black,
19238,corsair,,computers accessories,corsair vsa4gsdskit667c4 mac memory 4gb 2 x 2gb pc2-5300 667mhz 200-pin sodimm memory for apple laptops,vsa4gsdskit667c4
19239,general electric,12.72,batteries,ge cordless phone nimh 3.6 v 600mah battery 76401,76401
19240,comprehensive,,home audio theater,comprehensive s pro-hex crimp tool frame,
19241,cnet,15.5,audio video accessories,cnet cwu-906 wireless-n usb adapter,
19242,cp technology,16.57,webcams,clearlinks webcam usb 2.0 professional,cl-uwc-p
19243,clarity,37.63,headphones,clarity 55110.000 professional wireless sound amplifier,c110
19244,clarion,63.7,antitheft,clarion ccuipod3 ipod a v cable for vz300,
19245,arkon,11.34,car chargers,cell phone car charger micro usb 5v 800ma,ca9931
19246,casio,199.0,point shoot digital cameras,casio ex-fc150 10.1 mp high speed digital camera with 5x zoom with cmos shift image stabilization and 2.7 inch lcd red,fc150 red
19247,case logic,13.65,cases bags,case logic qpb-203 eva molded camcorder kit bag black,qpb-203
19248,cables to go,5.98,s-video cables,cables to go velocity right angle adapter - toslink to mini plug 40017,40017
19249,buffalo technology,466.94,external hard drives,buffalo technology drivestation quad 4 tb 4 x 1 tb usb 3.0 external raid hard drive array hd-ql4tu3r5 black,hd-ql4tu3r5
19250,quartet,28.58,radios,new-quartet mp1350q - class three executive metal laser pointer projects 500 yards matte silver - qrtmp1350q,
19251,quartet,279.04,radios,new-quartet 2363l - enclosed fabric covered cork bulletin board 24 x 36 gray aluminum frame - qrt2363l,
19252,innovera,88.7,monitors,new-protective antiglare lcd monitor filter fits note case pack 1 - 513393,
19253,pendaflex,31.89,laminating supplies,new-pendaflex fm313 - manila two-fastener classification folders with 1 3 cut tabs legal 50 box - essfm313,
19254,panter company,9.44,label makers,new-panter company pcm212 - clear magnetic label holders side load 6 x 2-1 2 clear 10 pack - pcipcm212,
19255,oki,181.21,computer accessories,new-oki 43979001 - 43979001 drum - oki43979001,
19256,oxford,50.0,floor sensors,new-oxford 51706 - high gloss laminated paperboard folder 100-sheet capacity black 25 box - ess51706,
19257,midland,182.6,binoculars,new-midland xtc200 hd 720p extreme action camera - mdlxtc200,
19258,lowrance,744.1,gps system accessories,new-lowrance 000-0140-26 hds5 baja gps chartplotter - lra14026,
19259,lexmark,269.88,computer accessories,new-lexmark 30g0802 - paper drawer for t650 t652 t654 x65 series 550 sheets - lex30g0802,
19260,panasonic,80.63,computer accessories,new-kxfa135 film cartridge film roll case pack 1 - 513850,
19261,hon,379.65,laminating supplies,new-hon 105535nn - 10500 series bookcase 5 shelves 36w x 13-1 8d x 71h mahogany - hon105535nn,
19262,griffin technology,23.0,complete tripod units,new-griffin gb01954 ipod touch r 4g flexgrip action - gfngb01954,
19263,battery-biz,120.0,computers accessories,new-hi capacity lenovo battery - b5028h,
19264,digipower,42.6,accessory kits,new-digipower bp-nkl9 nikon en-el9 replacement li-ion battery - celbpnkl9,
19265,bush,295.16,laminating supplies,new-bush wc72426 - series c credenza 71w x 23-3 8d x 29-7 8h natural cherry graphite gray - bshwc72426,
19266,bic,29.07,shredders,new-bic gpmm11rd - mark-it permanent marker chisel tip rambunctious red dozen - bicgpmm11rd,
19267,swingline,56.44,computer accessories,new-breeze automatic stapler 20 sheet capacity black case pack 1 - 509756,
19268,rca,42.21,accessories,new-6-device voice activated universal remote control - cl4702,
19269,scosche,31.25,car electronics accessories,new-2011-up toyota sienna single double din in-dash installation kit - gb0556,
19270,startech,56.0,printer control cards,new-4 port usb 2.0 pci express - pex400usb2,
19271,netgear,,network attached storage,netgear readynas duo 2-bay diskless desktop network attached storage rnd2000,rnd2000-100nas
19272,motorola,4.28,car chargers,motorola vehicle power adapter micro-usb rapid rate charger,pvn1616
19273,minolta,69.3,laser printer toner,minolta-qms 1710517002 ivr65032709 toner cartridge yellow case of 2,
19274,energizer,5.92,audio cables,micro and mini usb charging cables,
19275,metra,8.99,antennas,metra 40-ni10 nissan antnna adapter,40-ni10
19276,sony,16.69,headphones,mdr-zx100 headphone - stereo - black - mini-phone,mdr-zx100
19277,pc treasures,8.56,audio video accessories,mcafee antivirus 2011 plus - 1 user,
19278,machspeed,29.99,mp3 players,eclipse 180pl 4gb mp4,eclipse-180pl4gb
19279,mace,26.47,motion detectors,80200 security alarm,
19280,logitech,11.1,mice,logitech m100 usb optical wired mouse 910-001601 black,910-001601
19281,logitech,21.0,keyboard mouse combos,logitech desktop mk200 mouse and keyboard combo 920-002714 black oem,920-002714
19282,atek electronics,28.23,,logio secure password organizer black with pouch neck lanyard,lg10b
19283,da-lite,9258.99,projection screens,da-lite da-plex thru-the-wall rear projection screen - 78 x 139 hdtv format,23077
19284,da-lite,79.99,remote controls,da-lite floating mounting bracket for projection screen,
19285,da-lite,388.99,projection screens,da-lite carpeted picture king with keystone eliminator - projection screen with tripod - matte white,with keystone eliminator
19286,cisco,,switches,linksys se2500 5-port gigabit ethernet switch,se2500
19287,ergotron,139.99,monitors,lift stand neo flex dual lcd,33-330-085
19288,lexmark,224.97,inkjet printer ink,lexmark hi yield toner cart-label appl t63x 12a7468,12a7468
19289,lexmark,,laser all-in-one printers,lexmark x543dn mfp color laser 21 21 ppm p c s duplex,3001385
19290,lexmark,95.0,laser printer toner,lexmark 12a6835 toner cartridge for t520 522 series printers high-yield 20 000 pages,"12a6835 , 0012a6835"
19291,lenovo,24.98,,lenovo performance backpack - notebook carrying backpack - 15.4,41u5254
19292,pelican,,bags cases,laptop case without foam 14.7 x 20 x 5.8 color od green,
19293,kodak,21.74,battery chargers,kodak k7700 digital camera battery charger,1165448
19294,kingston,17.99,computers accessories,kingston 2 gb ddr3 sdram memory module 2 gb 1 x 2 gb 1066mhz ddr31066 pc38500 ecc ddr3 sdram kth-pl313e 2g,kth-pl313e / 2g
19295,jvc,99.99,cd-mp3 players,jvc kd-hdr60 usb cd receiver with hd radio tuner and itunes tagging,kdhdr60
19296,justmobile,29.99,audio video accessories,xtand go,xtand go
19297,iogear,33.0,computers accessories,iogear 2-port usb 3.0 pci-express card gic320u silver,gic320u
19298,intel,190.0,compact stereos,intel dx58so motherboard,boxdx58so
19299,inland,9.84,chargers,inland pro iphone and ipod 3-in-one charging kit,08521
19300,imation,16.99,cd-r discs,imation - 20 x cd-r - 700 mb 80min 52x - slim jewel case - storage media,
19301,storm,43.99,,im2075 121008 yellow w bbbw fo,im2075-yel
19302,genius,8.75,headsets microphones,hs-02b stereo headset w mic,31710037100
19303,hp,22.53,usb flash drives,hp v135w 8 gb usb 2.0 flash drive p-fd8gbhp135-ef blue,p-fd8gbhp135-ef
19304,hp,230.72,bags cases,new-230w docking station - vb043ut,
19305,hp,,printer ink toner,hp 88 ink cartridge in retail packaging combo pack cc606fn 140,cc606fn # 140
19306,hp,580.0,antitheft,hp c7130b - paper tray for laserjet 5550 series 500 sheets,
19307,hoodman,79.95,lens accessories,hoodman h-lpp3 hoodloupe 3.0 professional 3-inch screen loupe,h-lpp3
19308,oriongadgets,12.9,chargers,home travel charger for acer iconia smart,
19309,hitachi,89.22,external hard drives,hitachi touro mobile pro 750 gb usb 3.0 7200rpm portable external hard drive - piano black 0s03110,0s03110
19310,hipstreet,29.88,chargers adapters,hip street ac car power kit for playbook hs-pkunpb-bk,hs-pkunpb-bk
19311,battery-biz,59.95,chargers adapters,hi-capacity auto air adapter for toshiba satellite m35x-s1491,aa-c10-az5705
19312,4inkjets,9.99,inkjet printer ink,ld hewlett packard hp cb337wn hp 75 tri color remanufactured ink cartridge,
19313,hasbro,,mp3 player accessories,hasbro my3d viewer for ipod touch and iphone black,362180000
19314,hammermill,6.65,copy multipurpose paper,hammermill fore mp copy laser inkjet paper 96 brightness 20 lb legal size 8.5 x 14 500 sheets 10329-1,10329-1
19315,griffin technology,15.07,laptop netbook computer accessories,griffin powerjolt se 1 amp charger for iphone and ipod black,gc23056
19316,grace digital,43.7,speaker systems,grace digital gdi-aqsce104 eco extreme waterproof floating case with built-in speaker for ipod iphone droid and mp3 players yellow,gdi-aqcse104
19317,goodhope bags,32.99,bags cases,netbook messenger color black,
19318,gigabyte,27.99,graphics cards,gigabyte nvidia geforce 8400gs 128mb ddr3 turbocache to 512 mb vga dvi hdmi low-profile-ready pci-express video card gv-n84stc-512i rev2 .0,gv-n84stc-512i rev2 .0
19319,micronet,118.67,computers accessories,fantom g-force 1 tb usb 2.0 firewire 400 esata desktop external hard drive gf1000t,gf1000t
19320,gear head,38.0,mice,gear head bluetooth wireless desktop optical mouse kb8000wrbt,kb8000wrbt
19321,garmin,,handheld gps,garmin etrex vista handheld gps navigator,010-00243-00
19322,ati,122.16,graphics cards,firepro 2270 512mb pcie giftbo,100-505651
19323,epson,36.32,printer ink toner,epson stylus pro 4800 7800 9800 ink maintenance tank model c12c890191,c12c890191
19324,epson,40.74,inkjet printer ink,epson picturemate print pack 2 ink cartridges 270 sheets of glossy photo paper - t5570-270,t5570-270
19325,epson,42.47,storage presentation materials,epson s015384 - s015384 ribbon black,
