record_id,pub_authors,yr_published,pub_forum,paper_name
52231,"v paxon , s floyd",,"proc . acm/sigcomm ,",xvqr hâ ? rhã?â?â ? hssvp ) ã ? uurã ? shvyâ?â ? rã?â ? sã ? qâ ? vâ?â?â?â ? ã?â?â ? qryvâ ? t
52232,d geer,,,will binary xml speed network traffic ?
52233,jp harder,2003.0,,a comprehensive study on the impact of asset building and value education among alcohol and other
52234,"sl dewey , gs smith , j logan , jd brodie",1993.0,"neuropsychopharmacology-san diego - ,",modulation of central cholinergic activity by gaba and serotonin : pet studies with ^ 1 ^ 1c -
52235,"jhr maunsell , dc van essen",,"submitted for publication ,",the topographic organization of the middle temporal visual area in the macaque monkey and its
52236,"h li , j li , l wong , m feng , yp tan",,,relative risk and odds ratio : a data mining perspective
52237,"jm ferry , fs spear",1978.0,"contributions to mineralogy and petrology ,",experimental calibration of the partitioning of fe and mg between biotite and garnet
52238,"jlc sanz , re cypher",,"tech . rept. , computer science dept. , ibm almaden research center",data reduction and fast routing : a strategy for efficient algorithms for parallel messagepassing
52239,"a albano , r bergamini , g ghelli , r orsini",1993.0,"vldb ,",an object data model with roles
52240,"rl gordon , w farr , ph levine",,"computer networks ,",ringnet : a packet switched local network with decentralized control
52241,"r evaristo , c adams , s curley",1995.0,"proceedings of the international conference on information & hellip ; ,",information load revisited : a theoretical model
52242,d klingner,1993.0,"public personnel management ,",reinventing public personnel administration as strategic human resource management .
52243,"s ghandeharizadeh , r hull , d jacobs",,"acm transactions on database systems ,","design , implementation , and application of heraclitus [ alg , c ]"
52244,pm rowe,2004.0,,measurements of the foreign-broadened contiuum of water vapor in the 6.3 micron band at-30 o celsius
52245,j desposito,,electronic,soc and deep-submicron technology drive new dft strategies
52246,"c hahn , p kitzing",1978.0,"j audiov media med ,",indirect endoscopic photography of the larynx . a comparison between two newly constructed
52247,ks wu,1991.0,"proceedings 25 th annual 1991 ieee international carnahan & hellip ; ,",the application of ultrasound in the guidance system .
52248,dj dewittâ ? ¦,,"proceedings of the international conference on vldb , august ,",gamma : a performance dataflow database machi : le
52249,"s melzer , s roemer",1997.0,"lecture notes in computer science ,",deadlock checking using net unfoldings
52250,"k chieh-ying , h xudong",1995.0,"information and software technology ,",deriving algebraic petri net specifications from structured analysis -- a case study
52251,c isik,,"procs . of ieee int . symp . on intelligent control ,",identification and fuzzy rule-based control of a mobile robot motion
52252,dg bridge,,,dening and combining symmetric and asymmetric similarity measures
52253,"rv sultana , s zalstein , p cameron , d campbell",2001.0,"journal of emergency medicine ,",dipstick urinalysis and the accuracy of the clinical diagnosis of urinary tract infection
52254,"s stevenson , p merlo",,"procs of eacl ,",verb classification using distributions of grammatical features
52255,"p sanders , b vocking",,"submitted for publication ,","random arc allocations and applications to disks , drums and drams"
52256,"p dahiya , nj brewin",2000.0,"protoplasma ,",immunogold localization of callose and other cell wall components in pea nodule transfer cells
52257,"f peng , ss chawathe",2005.0,"acm transactions on database systems ,",xsq : a streaming xpath engine
52258,"g papamargaritis , a sutcliffe",2004.0,"bt technology journal ,",applying the domain theory to design for reuse
52259,"a eberlein , m crowther , f halsall",1997.0,"bt technology journal ,",development of new telecommunications services using an expert system
52260,"s abiteboul , n bidoit",1984.0,"proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,",non first normal form relations to represent hierarchically organized data
52261,njp cooper,1998.0,"bt technology journal ,",atm forum signalling protocols and their interworking
52262,"r zhang-shen , i keslassy , n mckeown",,,maximum size matching is unstable for any packet switch
52263,"ri agrawal , t swami",,proceedings of the 1993 acm sigmod international conference,"a. : 1993 , mining association rules between sets of items in large databases"
52264,"yc chen , ys lin , cj lin , jk hwang",2004.0,"proteins-new york - ,",prediction of the bonding states of cysteines using the support vector machines based on multiple
52265,"e sciore , m siegel , a rosenthal",1994.0,"acm transactions on database systems ,",using semantic values to facilitate interoperability among heterogeneous information systems
52266,mt oezsu,1999.0,"sigmod record ,",data management issues in electronic commerce
52267,"t gollins , m sanderson",,"proceedings of acm-sigir2001 conference ,",improving cross language information with triangulated translation
52268,"dj johnson , ce rusbult",,"journal of personality and social psychology ,",resisting temptation : devaluation of alternative partners as a means of maintaining commitment in
52269,"d draper , a halevy , ds weld",,"proc . of acm sigmod conf . on data management ,",a commercial xml data integration system : lessons learned
52270,w chou,,"proc . eurospeech ,",maximum a posterior linear regression with elliptically symmetric matrix variate priors
52271,"dk shin , ac meltzer",1994.0,"sigmod record ,",a new join algorithm
52272,vv lazarev,,"proc . int . conf. , june ,",clustering phenomena in nuclear physics
52273,"a taddio , a ohlsson",,"cochrane database syst rev ,",lidocaine-prilocaine cream ( emla ) to reduce pain in male neonates undergoing circumcision
52274,"x wan , j gao , m li , b ding",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,",person resolution in person search results : webhawk
52275,"yq xu , c cheng , j shi , hy shum",,,physically based real-time animation of curtains
52276,"m pias , j crowcroft , s wilbur , t harris , s bhatti",2003.0,"lecture notes in computer science ,",lighthouses for scalable distributed location
52277,"c bornhã ¶ vd , m altinel , s krishnamurthy , c mohan ,",2003.0,"proceedings of the 2003 acm sigmod international conference & hellip ; ,",dbcache : middle-tier database caching for highly scalable e-business architectures
52278,v pratt,,"technical report , stanford university , dept. of computer science",action structures and pure induction
52279,hm gladney,1989.0,"acm transactions on database systems ,",data replicas in distributed information services .
52280,n kock,,,evolution and media naturalness : a look at e-communication through a darwinian theoretical lens
52281,"s sundblad , p sundblad",,,designing for scalability with microsoft windows dna
52282,pj koudstaal,2000.0,"cochrane database syst rev ,",anticoagulants for preventing stroke in patients with nonrheumatic atrial fibrillation and a history
52283,"f nagata , k watanabe , y fujimoto , k kiguchi , y",,,3d machining and finishing system for new designed furniture
52284,"h kuzuoka , s greenberg",,"acm press , new",mediating awareness and communication through digital but physical surrogates . chi '99 extended
52285,"t kahveci , ak singh",2001.0,"vldb ,",an efficient index structure for string databases
52286,"k collins-thompson , j callan",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,",query expansion using random walk models
52287,bp kaltenborn,1998.0,"applied geography ,",effects of sense of place on responses to environmental impactsâ ?? a study among residents in
52288,"j an , ea oâ ?? brien",,,the alperin and uno conjectures for the simple fischer group fi 22
52289,"ma boyd , m veeraraghavan , jb dugan , ks trivedi",,san,"an approach to solving large reliability models , '' 1988 ieee/aiaa dasc symposium"
52290,dj kruglinski,1997.0,,"inside visual c++ , 4 a ed"
52291,l rayleigh,,"phil . mag ,",on convection cells in a horizontal layer of uid when the higher temperature is on the underside
52292,"j gray , g graefe",,"acm sigmod record ,",the 5-minute rule revisited and other storage rules of thumb
52293,j lam,,"demonstration , aosd ,",cross language aspect weaving
52294,bj jansen,1997.0,"proceedings of the second acm international conference on & hellip ; ,",an information retrieval application for simulated annealing ( poster )
52295,"jm darley , b latanã ©",1968.0,"journal of personality and social psychology ,",bystander intervention in emergencies : diffusion of responsibility
52296,"d gunopulos , h toivonen",,,"data mining , hypergraph transversals , and machine learning"
52297,j richter,1996.0,"microsoft programming series ,",advanced windows ( 3rd ed . )
52298,"nam maiden , h kim , c ncube",,procs . 1 stinternational conference on cots-based software,rethinking process guidance for software component selection
52299,"lr wiest , dl morris",1998.0,"social studies and the young learner ,",the candy store lesson : sweetening the integration of subject areas
52300,"l teodosio , w bender",1993.0,"proceedings of the first acm international conference on & hellip ; ,",salient video stills : content and context preserved
52301,"t kotoku , k tanie , a fujikawa",1990.0,"i-sairas &#39; 90 ,",force-reflecting bilateral master-slave teleoperation system in virtual environment
52302,e mckensie,,"acm sigmod ,",bibliograhy : temporal databases
52303,"a soppera , t burbridge",2005.0,"bt technology journal ,",wireless identificationâ ?? privacy and security
52304,"m smith , s farnham",,"proc . of acm computer-human interaction ,",s. drucker.â ?? the social life of small graphical chats.â ??
52305,m shand,1997.0,"lecture notes in computer science ,",a case study of algorithm implementation in reconfigurable hardware and software
